0.2475,1114.1,1114.2
0.2625,1109.9,1109.4
0.2775,1107.5,1106.6
0.2925,1105.7,1104.9
0.3075,1104.3,1103.5
0.3225,1103.2,1102.4
0.3375,1102.3,1101.4
0.3525,1101.5,1100.6
0.3675,1100.7,1099.9
0.3825,1100,1099.3
0.3975,1099.4,1098.9
0.4125,1098.8,1098.5
0.4275,1098.2,1098.2
0.4425,1097.7,1097.9
0.4575,1097.2,1097.6
0.4725,1096.6,1097.3
0.4875,1096.1,1096.9
0.5025,1095.6,1096.5
0.5175,1095,1096
0.5325,1094.5,1095.6
0.5475,1093.8,1095.2
0.5625,1093,1094.7
0.5775,1092.3,1094.2
0.5925,1091.6,1093.6
0.6075,1091,1093.2
0.6225,1090.3,1092.5
0.6375,1089.6,1091.8
0.6525,1089,1090.9
0.6675,1088.2,1090
0.6825,1087.3,1089
0.6975,1086.4,1087.9
0.7125,1085.2,1086.5
0.7275,1083.8,1084.7
0.7425,1081.8,1082.3
