time,pressure
1.0E-4,-1968.545507795425
0.0012759259259259262,-16377.221117121693
0.0026426573426573422,-16029.921437801744
0.003548999999999998,-15814.772016472962
0.0047565217391304345,-15540.310609740201
0.006074509803921571,-15249.063944042442
0.007682352941176478,-14907.575006468509
0.009303076923076924,-14448.25180098129
0.011807692307692316,-13985.546060629214
0.014510666666666682,-13509.176002598359
0.01715833333333334,-13052.45219122143
0.019847368421052624,-12639.680585696537
0.023705084745762696,-11861.536607204238
0.031932710280373824,-10942.667146161539
0.040253658536585364,-10093.891473570977
0.04855517241379311,-9380.047772223526
0.057495238095238106,-8873.140862917158
0.06479666666666668,-8470.645412236103
0.07029375000000002,-8159.14980877907
0.07551904761904764,-7889.292120663164
0.08233406593406596,-7581.145183342309
0.08919661016949156,-7300.203607362329
0.09736666666666674,-7008.985215193009
0.10760322580645178,-6694.8153525140115
0.11944807692307718,-6397.590299159127
0.13217708333333372,-6125.89065200047
0.14542272727272776,-5891.612518208807
0.15941428571428634,-5686.85414425215
0.1718711864406787,-5578.410824510379
0.18343921568627533,-5508.881637076232
0.19658297872340522,-5461.2980766696755
0.20898400000000106,-5466.594690498272
0.2219444444444456,-5482.9692379639
0.22483571428571517,-5505.65035889933
0.2281137931034488,-5498.783370942193
0.23138928571428588,-5486.763681000814
0.2347249999999998,-5474.156249218156
0.2380607142857137,-5462.727550087387
0.24139285714285622,-5453.855085727433
0.24447352941176342,-5457.603394693496
0.2474806451612887,-5467.151153466749
0.2506517241379291,-5464.5585093090185
0.25394642857142624,-5449.948652575984
0.2572821428571402,-5427.945487935545
0.26061428571428263,-5412.982300375016
0.2639499999999966,-5401.18482454728
0.2666103448275825,-5431.581025126169
0.26983103448275453,-5431.946123967377
0.2730628571428527,-5427.148311264131
0.2759461538461491,-5472.36532832535
0.27964999999999485,-5425.381716617897
0.2832111111111056,-5373.565765958009
0.28665925925925334,-5322.539402804835
0.2900999999999937,-5274.060545213859
0.2935703703703637,-5227.249301617926
0.2971559999999929,-5181.706055780094
0.3008279999999925,-5139.891098618222
0.30446538461537676,-5097.620930568138
0.3080759999999917,-5056.306537200102
0.31170384615383745,-5018.384528457223
0.3152923076922986,-4983.447455597152
0.3188846153846059,-4952.939565840248
0.32247307692306704,-4926.838702005811
0.3260555555555453,-4905.2039287672205
0.3295111111111005,-4888.883591447291
0.33298518518517417,-4874.483642156743
0.33644444444443306,-4861.15188681439
0.33990370370369194,-4851.291186792423
0.3433592592592471,-4843.343051363125
0.3468111111110986,-4837.427095188927
0.3501535714285585,-4833.872217659942
0.3534892857142724,-4832.664832354877
0.3568629629629493,-4830.833949029309
0.3603185185185045,-4832.529464909858
0.363753571428557,-4841.374468341315
0.3670888888888741,-4856.067100526091
0.37044999999998485,-4869.137655853917
0.37378214285712735,-4882.151599174696
0.37711785714284124,-4895.983690070727
0.38053333333331707,-4910.429440045149
0.38399259259257595,-4925.95379892257
0.38743703703702004,-4943.309649969126
0.39077857142855404,-4961.338885535503
0.39411428571426793,-4980.651390234045
0.3974379310344646,-5001.227831387027
0.40068275862067115,-5022.3312129282385
0.40389999999998116,-5043.515467832072
0.40712068965515325,-5064.983471985044
0.4103379310344632,-5088.485500360648
0.4135586206896353,-5114.271852400922
0.4167333333333131,-5142.245109015759
0.4200103448275656,-5173.639714290277
0.42333571428569333,-5208.348762131277
0.4266714285714072,-5245.382927483636
0.43000714285712116,-5284.56611508884
0.4333392857142636,-5326.389062689391
0.43656896551721897,-5368.566721334555
0.4397387096773966,-5409.719515039485
0.44266451612900914,-5444.664030453089
0.4457666666666432,-5480.40882653436
0.4488799999999762,-5515.998884867466
0.45198999999997586,-5553.030147527452
0.45509666666664217,-5592.406434837297
0.45813548387094294,-5633.702924507651
0.46114999999997486,-5679.451890462654
0.46401874999997456,-5726.9855747631445
0.46693749999997425,-5775.300135377468
0.4698562499999739,-5822.581715092482
0.4728645161290058,-5869.308481353717
0.4759299999999732,-5916.204535232204
0.4788290322580374,-5961.225121459658
0.48176774193545646,-6007.640194298742
0.48475161290319807,-6053.1427967000245
0.4877870967741655,-6102.829930149559
0.49088999999997157,-6160.625864095125
0.49408275862066087,-6224.922453548335
0.4972999999999709,-6294.996966096634
0.500520689655143,-6371.205020034295
0.503741379310315,-6453.181910713878
0.5068843749999699,-6544.083040081112
0.5094441860464811,-6737.455429119924
0.5116266666666359,-7059.200017044079
0.5150481481481171,-7059.762581812899
0.5185037037036723,-7016.942687244623
0.5219629629629311,-6977.155911670248
0.5252999999999678,-6911.443707196449
0.5288239999999674,-6828.779897128092
0.5323615384615055,-6753.324432398259
0.5358518518518185,-6682.291958142897
0.5394538461538124,-6619.714791204133
0.5430423076922736,-6570.453759705081
0.5466346153845808,-6535.844822791725
0.5500777777777428,-6517.244452072188
0.5534964285713933,-6508.4167199873755
0.5569035714285357,-6499.88440685589
0.5602392857142496,-6496.7151198546035
0.5635714285713922,-6497.192334013512
