Report Name, Value, Unit, 
heat out c, 2.1494396736511372E7, W
heat out g, 1677520.9173853311, W
heat in c, -8980934.418419607, W
heat in g, -882044.1450352009, W
Total Heat source, 1.3112482455191217E7, W
Net heat source, 1.3308939090441896E7, W
T_G_avg, 829.7984223778752, C
T_C_avg, 846.201724431348, C
T_G_max, 836.5693749985829, C
T_G_min, 826.2011553160745, C
T_C_max, 851.3938480078983, C
T_C_min, 832.4158143814851, C
V_C, 22.522902091891225, m^3
V_G, 1.4556479081175138, m^3
T_air, 200.0, C
T_steam, 300.0, C
case, 0.0, 
height, 0.35, m
K_eff, 219452.369392, W/m-K
convergence, 1.014982413583547, 
V_C_rzone, 8.600434396084765, m^3
V_G_rzone, 0.5451915210434829, m^3
Mass Flow air, -16.57960449998735, kg/s
Mass Flow steam, -0.6651297016967384, kg/s
Mass Flow flue, 16.586088609901687, kg/s
Mass Flow gas, 0.6586456985069986, kg/s
Total mass, 7.785433370606038, kg
A_C, 40.908400000000746, m^2
A_G, 2.7398000000000295, m^2
Solver Iteration Elapsed Time, 0.7878139019012451, s
sink_gr, -4.447126911354558, 
velo_G, 1.1769116404401179, m/s
velo_C, 1.2260609425692708, m/s
Total Solver Elapsed Time, 1.0177667395936119, hr
