0.2475,1118.9,1118.3
0.2625,1117.1,1116
0.2775,1115.7,1114.1
0.2925,1114.2,1112.4
0.3075,1112.8,1110.8
0.3225,1111.5,1109.5
0.3375,1110.5,1108.4
0.3525,1109.7,1107.5
0.3675,1108.8,1106.7
0.3825,1107.4,1105.6
0.3975,1105.4,1104.2
0.4125,1102.2,1101.3
0.4275,1099.2,1099.2
0.4425,1095,1096.9
0.4575,1093.3,1095.7
0.4725,1091.8,1094.8
0.4875,1090.4,1093.8
0.5025,1089.3,1093
0.5175,1088.3,1092.2
0.5325,1087.6,1091.5
0.5475,1087,1090.7
0.5625,1086.6,1090
0.5775,1086.2,1089.3
0.5925,1085.9,1088.6
0.6075,1085.5,1088.1
0.6225,1085.3,1087.6
0.6375,1085.1,1087.1
0.6525,1084.8,1086.4
0.6675,1084.2,1085.6
0.6825,1083.4,1084.7
0.6975,1082.6,1083.6
0.7125,1081.7,1082.7
0.7275,1080.7,1081.7
0.7425,1079.2,1080
