0.2475,1114.9,1114.7
0.2625,1111.6,1110.4
0.2775,1109.9,1108
0.2925,1108.8,1106.4
0.3075,1107.8,1105.1
0.3225,1106.9,1104
0.3375,1106.1,1102.9
0.3525,1105.5,1102.1
0.3675,1104.8,1101.3
0.3825,1104,1100.5
0.3975,1102.7,1099.6
0.4125,1100.2,1098.4
0.4275,1097.6,1097.1
0.4425,1095.8,1096.1
0.4575,1094.4,1095.3
0.4725,1093.2,1094.7
0.4875,1092.2,1094
0.5025,1091.1,1093.4
0.5175,1090,1092.8
0.5325,1088.9,1092.2
0.5475,1088,1091.7
0.5625,1087.4,1091.1
0.5775,1087.1,1090.6
0.5925,1086.6,1089.8
0.6075,1086.1,1089
0.6225,1085.4,1088.2
0.6375,1084.7,1087.4
0.6525,1083.9,1086.5
0.6675,1083,1085.7
0.6825,1082.1,1084.7
0.6975,1081.1,1083.7
0.7125,1080.1,1082.6
0.7275,1079,1081.4
0.7425,1077.6,1079.8
