row,index,S_c,sink_c,S_g,const_g,K_g,m_fm,m_steam,k_eff,k_eff_low,tc_low_thick,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,0.0,33.04745337,-19.9614543796,-0.0033894545984,0.336261864903,0.00198585456266,16.5621413388,0.66881973492,31350.3384846,15675.1692423,0.15,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1142.45587801,2343.305,2610.0,1073.15,1123.15,473.15,573.15,0.525,2.6,0.8,0.35,0.15,7.398,5.9,0.55,
