0.2475,1117,1115.8
0.2625,1114.8,1112.5
0.2775,1112.9,1110.1
0.2925,1111.1,1108.2
0.3075,1109.4,1106.7
0.3225,1107.9,1105.4
0.3375,1106.9,1104.4
0.3525,1106.1,1103.5
0.3675,1105.6,1102.8
0.3825,1105.1,1102.2
0.3975,1104.3,1101.4
0.4125,1103.1,1100.6
0.4275,1101.2,1099.7
0.4425,1099.4,1099
0.4575,1098,1098.5
0.4725,1096.8,1098
0.4875,1095.4,1097.2
0.5025,1094.1,1096.6
0.5175,1091.3,1094.8
0.5325,1090.5,1094.2
0.5475,1089.4,1093.3
0.5625,1088.1,1092.3
0.5775,1086.8,1091.3
0.5925,1085.9,1090.4
0.6075,1085.3,1089.5
0.6225,1084.8,1088.8
0.6375,1084.4,1088
0.6525,1083.8,1087.1
0.6675,1083.2,1086.1
0.6825,1082.3,1085
0.6975,1081.3,1083.9
0.7125,1080.3,1082.8
0.7275,1079.4,1081.7
0.7425,1078.1,1080.1
