0.2475,1114.3,1114
0.2625,1110.1,1109.5
0.2775,1106.9,1106.3
0.2925,1104.8,1104.2
0.3075,1103.3,1102.6
0.3225,1102.2,1101.5
0.3375,1101.3,1100.6
0.3525,1100.6,1099.9
0.3675,1100,1099.4
0.3825,1099.5,1098.9
0.3975,1099,1098.6
0.4125,1098.7,1098.4
0.4275,1098.4,1098.3
0.4425,1098.3,1098.2
0.4575,1098.2,1098.2
0.4725,1098.2,1098.1
0.4875,1097.9,1098
0.5025,1097.8,1097.9
0.5175,1097.5,1097.5
0.5325,1097.4,1097.4
0.5475,1097.1,1097.2
0.5625,1096.6,1096.9
0.5775,1096,1096.4
0.5925,1095.1,1095.7
0.6075,1094.4,1094.9
0.6225,1093.5,1094.2
0.6375,1092.7,1093.4
0.6525,1091.7,1092.4
0.6675,1090.5,1091.4
0.6825,1089.2,1090.2
0.6975,1088,1089
0.7125,1086.8,1087.8
0.7275,1084.9,1086.2
0.7425,1081.9,1083.5
