0.2475,1116.2,1115.5
0.2625,1113.2,1111.6
0.2775,1111.1,1108.9
0.2925,1109.3,1106.9
0.3075,1107.6,1105.3
0.3225,1106.3,1104.1
0.3375,1105.3,1103.1
0.3525,1104.5,1102.3
0.3675,1103.9,1101.6
0.3825,1103.2,1100.9
0.3975,1102.4,1100.2
0.4125,1101.4,1099.6
0.4275,1100.5,1099.1
0.4425,1099.6,1098.7
0.4575,1098.8,1098.5
0.4725,1098.1,1098.3
0.4875,1097.2,1097.8
0.5025,1096.4,1097.4
0.5175,1094.1,1096.3
0.5325,1093.5,1095.8
0.5475,1092.7,1095.2
0.5625,1091.5,1094.3
0.5775,1090.3,1093.4
0.5925,1089.1,1092.5
0.6075,1088.1,1091.5
0.6225,1087.3,1090.6
0.6375,1086.7,1089.7
0.6525,1086,1088.7
0.6675,1085.1,1087.6
0.6825,1084.1,1086.4
0.6975,1083,1085.3
0.7125,1081.9,1084.1
0.7275,1080.8,1082.8
0.7425,1079.4,1080.9
