row,index,S_c,sink_c,S_g,sink_g,v_air,v_steam,m_fm,m_steam,k_eff,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,0,13.6414932363,0,0,0,0.546590444793,0.674466177139,18.0748260001,0.80962388964,34650.3741146,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1161.11284674,2343.305,2610.0,1073.15,1123.15,473.15,473.15,0.525,0,0,0.5,0,7.398,5.9,0.65,
