row,index,S_c,sink_c,S_g,const_g,K_g,m_fm,m_steam,k_eff,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,0.0,34.9302699686,-21.7488033434,-0.0033894545984,3.5450342601,0.0043005024841,16.6047272002,0.665129695003,47025.5077269,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1148.77168607,2343.305,2610.0,1073.15,1123.15,473.15,573.15,0.525,2.6,1.0,0.35,0.03,7.398,5.9,0.55,
