row,index,S_c,sink_c,S_g,const_g,K_g,m_fm,m_steam,k_eff,k_eff_low,tc_low_thick,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,1.0,33.5554585429,-20.3700063245,-0.0033894545984,0.79465792136,0.00231651855143,16.4246343584,0.665129695003,31342.8592379,15671.4296189,0.2,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1144.13892361,2343.305,2610.0,1073.15,1133.15,473.15,573.15,0.525,2.6,1.0,0.35,0.03,7.398,5.9,0.55,
