row,index,S_c,sink_c,S_g,const_g,K_g,m_fm,m_steam,k_eff,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,111100,34.4955340209,-21.5713647065,-0.00271156367872,1.26194997734,0.00432701289067,16.6575643282,0.616576538203,15675.1692423,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1146.69718134,2343.305,2610.0,1073.15,1123.15,473.15,723.15,0.525,3.0,0.8,0.3,0.03,7.398,5.9,0.55,
