row,index,S_c,sink_c,S_g,const_g,K_g,m_fm,m_steam,k_eff,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,11101111,34.8910577411,-21.5023533011,-0.00406734551808,1.89292496601,0.006490519336,16.2048629593,0.913721857819,47025.5077269,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1148.7491536,2343.305,2610.0,1073.15,1123.15,473.15,473.15,0.525,3.0,1.2,0.4,0.03,7.398,5.9,0.55,
