row,index,S_c,sink_c,S_g,const_g,K_g,m_fm,m_steam,k_eff,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,11110,34.5311643258,-21.5320216986,-0.00271156367872,1.26194997734,0.00432701289067,16.92942293,0.455380057627,47025.5077269,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1147.11057399,2343.305,2610.0,1073.15,1123.15,473.15,723.15,0.525,2.2,0.8,0.3,0.03,7.398,5.9,0.55,
