row,index,S_c,sink_c,S_g,const_g,K_g,m_fm,m_steam,k_eff,k_eff_low,tc_low_thick,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,0.0,32.8088410344,-19.7174787814,-0.0033894545984,-0.0202684012305,0.00172867146027,16.7828261077,0.535978297915,25080.2707877,12540.1353938,0.03,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1142.19256552,2343.305,2610.0,1073.15,1123.15,473.15,573.15,0.525,2.6,0.8,0.35,0.03,7.398,5.9,0.55,
