0.2475,1116.6,1116.2
0.2625,1114.8,1113.4
0.2775,1113.5,1111.5
0.2925,1112.2,1109.8
0.3075,1110.9,1108.4
0.3225,1109.7,1107.1
0.3375,1108.8,1106.1
0.3525,1108.1,1105.3
0.3675,1107.6,1104.7
0.3825,1107,1104
0.3975,1106.3,1103.2
0.4125,1105.4,1102.1
0.4275,1103.6,1100.8
0.4425,1101.1,1099.6
0.4575,1098.9,1098.4
0.4725,1097,1097.4
0.4875,1094.6,1096.1
0.5025,1092.8,1094.9
0.5175,1089.2,1092.7
0.5325,1088.1,1091.8
0.5475,1086.9,1090.7
0.5625,1085.5,1089.6
0.5775,1084,1088.5
0.5925,1083.1,1087.6
0.6075,1082.6,1086.9
0.6225,1082.4,1086.3
0.6375,1082.1,1085.8
0.6525,1081.7,1085.1
0.6675,1081,1084.2
0.6825,1080.1,1083.3
0.6975,1079.3,1082.2
0.7125,1078.5,1081.3
0.7275,1077.8,1080.3
0.7425,1077,1079.1
