"k","Z","varZ","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
4.106,0.78533,0.032797,803.46,9.8508,0.44644,0,0.042499,0.00575,0
4.0239,0.78271,0.032441,773.29,9.8365,0.43524,0,0.043797,0.00575,0
3.9447,0.78005,0.032098,744.65,9.8213,0.42579,0,0.045109,0.00575,0
3.8683,0.77734,0.031765,717.49,9.8058,0.41678,0,0.046435,0.00575,0
3.7946,0.77459,0.031444,691.72,9.7902,0.40823,0,0.047776,0.00575,0
3.7237,0.77178,0.031134,667.28,9.774,0.39932,0,0.049133,0.00575,0
3.6553,0.76893,0.030836,644.06,9.7571,0.3911,0,0.050504,0.00575,0
3.5893,0.76604,0.030548,621.97,9.7398,0.38302,0,0.051891,0.00575,0
3.5257,0.76309,0.03027,600.95,9.7219,0.37503,0,0.053293,0.00575,0
3.4643,0.7601,0.030002,580.93,9.7034,0.367,0,0.054711,0.00575,0
3.4053,0.75707,0.029745,561.89,9.6846,0.35879,0,0.056144,0.00575,0
3.3484,0.75399,0.029496,543.74,9.6656,0.35103,0,0.057594,0.00575,0
3.2936,0.75087,0.029256,526.45,9.6461,0.34312,0,0.05906,0.00575,0
3.2409,0.7477,0.029024,509.96,9.6261,0.33511,0,0.060542,0.00575,0
3.1902,0.7445,0.0288,494.22,9.6057,0.3274,0,0.062041,0.00575,0
3.1413,0.74126,0.028584,479.2,9.5848,0.32003,0,0.063556,0.00575,0
3.0943,0.73797,0.028375,464.85,9.5636,0.31287,0,0.065089,0.00575,0
3.0491,0.73464,0.028172,451.15,9.5419,0.30581,0,0.066638,0.00575,0
3.0055,0.73127,0.027977,438.05,9.5198,0.29884,0,0.068205,0.00575,0
2.9636,0.72785,0.027787,425.5,9.4975,0.29211,0,0.069789,0.00575,0
2.9232,0.72439,0.027604,413.5,9.4746,0.28553,0,0.071391,0.00575,0
2.8844,0.72089,0.027427,402.02,9.4513,0.27899,0,0.073011,0.00575,0
2.8471,0.71734,0.027255,391.01,9.4277,0.27259,0,0.074649,0.00575,0
2.8111,0.71375,0.027087,380.46,9.4036,0.26637,0,0.076305,0.00575,0
2.7765,0.71011,0.026925,370.34,9.3791,0.26034,0,0.077979,0.00575,0
2.7432,0.70643,0.026767,360.62,9.3541,0.25447,0,0.079673,0.00575,0
2.7111,0.7027,0.026613,351.3,9.3288,0.24877,0,0.081385,0.00575,0
2.6803,0.69893,0.026463,342.34,9.3031,0.24322,0,0.083116,0.00575,0
2.6506,0.69511,0.026315,333.72,9.2771,0.23778,0,0.084867,0.00575,0
2.6219,0.69124,0.026171,325.44,9.2507,0.23248,0,0.086637,0.00575,0
2.5944,0.68733,0.02603,317.47,9.224,0.22732,0,0.088427,0.00575,0
2.5679,0.68337,0.02589,309.79,9.1971,0.2223,0,0.090237,0.00575,0
2.5423,0.67937,0.025752,302.4,9.17,0.21739,0,0.092067,0.00575,0
2.5177,0.67532,0.025616,295.27,9.1426,0.21263,0,0.093917,0.00575,0
2.494,0.67122,0.025481,288.39,9.1148,0.20802,0,0.095789,0.00575,0
2.4711,0.66708,0.025347,281.75,9.0866,0.20354,0,0.097681,0.00575,0
2.4489,0.6629,0.025212,275.33,9.058,0.19914,0,0.099594,0.00575,0
2.4276,0.65867,0.025077,269.13,9.029,0.19482,0,0.10153,0.00575,0
2.407,0.65439,0.024942,263.13,8.9995,0.19057,0,0.10348,0.00575,0
2.3872,0.65007,0.024807,257.33,8.9696,0.1864,0,0.10546,0.00575,0
2.368,0.6457,0.024671,251.71,8.9393,0.18236,0,0.10746,0.00575,0
2.3495,0.64129,0.024534,246.27,8.9086,0.17846,0,0.10948,0.00575,0
2.3316,0.63682,0.024396,241,8.8775,0.17461,0,0.11153,0.00575,0
2.3144,0.63231,0.024257,235.88,8.8461,0.17084,0,0.1136,0.00575,0
2.2977,0.62775,0.024116,230.92,8.8141,0.16712,0,0.11569,0.00575,0
2.2816,0.62314,0.023974,226.1,8.7819,0.16354,0,0.1178,0.00575,0
2.266,0.61848,0.02383,221.42,8.749,0.15999,0,0.11994,0.00575,0
2.2509,0.61377,0.023684,216.87,8.7159,0.15663,0,0.1221,0.00575,0
2.2362,0.60902,0.023536,212.43,8.682,0.15334,0,0.12429,0.00575,0
2.2219,0.60422,0.023385,208.1,8.6479,0.15043,0,0.1265,0.00575,0
2.2079,0.59937,0.023231,203.88,8.6125,0.14775,0,0.12873,0.00575,0
2.1941,0.59448,0.023073,199.74,8.5769,0.14574,0,0.13099,0.00575,0
2.1806,0.58955,0.02291,195.67,8.5392,0.14408,0,0.13328,0.00575,0
2.1671,0.58461,0.022743,191.7,8.5005,0.14272,0,0.13559,0.00575,0
2.1538,0.57958,0.022571,187.75,8.4589,0.14025,0,0.13792,0.00575,0
2.1407,0.57461,0.022396,183.99,8.4166,0.1384,0,0.14028,0.00575,0
2.1275,0.56939,0.022208,180.1,8.373,0.13488,0,0.14267,0.00575,0
2.1155,0.56459,0.022031,176.64,8.3283,0.13314,0,0.14509,0.00575,0
2.1014,0.55877,0.021816,172.6,8.2836,0.11913,0,0.14753,0.00575,0
2.0927,0.55488,0.021677,169.84,8.2581,0.10223,0,0.15,0.00575,0
7.7154,0.46007,0.055805,4072,3.1064,-1.1073,0,0.00082314,0.006,0
2.1656,0.30811,0.011164,624.57,3.1958,-1.0296,0,0,0.006,0
14.542,0.63327,0.095635,8889.6,4.0115,0.087404,0,0.0016555,0.006,0
16.888,0.70017,0.097066,10873,5.3637,0.88678,0,0.0024971,0.006,0
16.944,0.73244,0.093716,10830,6.3432,1.243,0,0.0033481,0.006,0
16.27,0.75191,0.089351,10130,7.0528,1.3798,0,0.0042086,0.006,0
15.314,0.76538,0.084848,9167.8,7.5768,1.4126,0,0.0050787,0.006,0
14.315,0.77547,0.080475,8195.2,7.9792,1.397,0,0.0059585,0.006,0
13.372,0.78334,0.076361,7304.5,8.2989,1.3586,0,0.0068481,0.006,0
12.521,0.78958,0.072584,6524.8,8.5574,1.3074,0,0.0077477,0.006,0
11.771,0.79452,0.069159,5855.3,8.7618,1.248,0,0.0086573,0.006,0
11.103,0.79845,0.066065,5276.9,8.9241,1.1873,0,0.009577,0.006,0
10.501,0.80158,0.06327,4773.2,9.0578,1.1319,0,0.010507,0.006,0
9.958,0.80407,0.060743,4334,9.1703,1.0828,0,0.011447,0.006,0
9.4678,0.806,0.058454,3950.8,9.2661,1.0385,0,0.012398,0.006,0
9.0248,0.80747,0.05638,3615.7,9.3478,0.99767,0,0.01336,0.006,0
8.6224,0.80856,0.054494,3321.2,9.4176,0.96057,0,0.014332,0.006,0
8.2556,0.80927,0.052777,3061.5,9.4781,0.9265,0,0.015315,0.006,0
7.9204,0.80968,0.051208,2831.7,9.5308,0.89475,0,0.016309,0.006,0
7.6126,0.80982,0.049773,2627.5,9.5768,0.8656,0,0.017314,0.006,0
7.3285,0.80969,0.048456,2444.9,9.6182,0.83793,0,0.018331,0.006,0
7.0675,0.80933,0.047246,2281.9,9.6545,0.81031,0,0.019358,0.006,0
6.8307,0.80875,0.046137,2137.2,9.6827,0.7819,0,0.020397,0.006,0
6.6132,0.80795,0.045116,2007.5,9.7019,0.75379,0,0.021448,0.006,0
6.4093,0.80698,0.044172,1889.5,9.7164,0.727,0,0.022511,0.006,0
6.2177,0.80585,0.043294,1781.8,9.7295,0.7027,0,0.023585,0.006,0
6.037,0.80459,0.042474,1683.1,9.7399,0.68142,0,0.024671,0.006,0
5.8663,0.80321,0.041704,1592.5,9.7481,0.66179,0,0.02577,0.006,0
5.7049,0.80173,0.04098,1509.2,9.755,0.64337,0,0.02688,0.006,0
5.5521,0.80015,0.040295,1432.3,9.7602,0.62617,0,0.028004,0.006,0
5.407,0.79848,0.039647,1361.2,9.7636,0.61,0,0.029139,0.006,0
5.269,0.79673,0.039031,1295.3,9.7655,0.59463,0,0.030287,0.006,0
5.1376,0.79491,0.038444,1234.1,9.7662,0.57994,0,0.031449,0.006,0
5.0125,0.79301,0.037885,1177.2,9.7659,0.56556,0,0.032623,0.006,0
4.8931,0.79104,0.03735,1124.1,9.7641,0.55156,0,0.03381,0.006,0
4.7788,0.789,0.036839,1074.5,9.7615,0.53833,0,0.03501,0.006,0
4.6696,0.7869,0.036348,1028.1,9.7582,0.52511,0,0.036224,0.006,0
4.5651,0.78473,0.035878,984.68,9.7537,0.51188,0,0.037451,0.006,0
4.465,0.7825,0.035425,943.93,9.7484,0.49899,0,0.038692,0.006,0
4.3692,0.78021,0.034989,905.71,9.742,0.48544,0,0.039947,0.006,0
4.2775,0.77786,0.03457,869.78,9.7342,0.47193,0,0.041216,0.006,0
4.1897,0.77544,0.034167,835.95,9.7249,0.45856,0,0.042499,0.006,0
4.1055,0.77298,0.033777,804.01,9.7135,0.44666,0,0.043797,0.006,0
4.0244,0.77047,0.0334,773.74,9.701,0.43673,0,0.045109,0.006,0
3.9463,0.7679,0.033036,745.08,9.6877,0.42753,0,0.046435,0.006,0
3.8711,0.76529,0.032685,717.94,9.6743,0.41881,0,0.047776,0.006,0
3.7988,0.76262,0.032346,692.23,9.6601,0.40981,0,0.049133,0.006,0
3.7291,0.7599,0.03202,667.82,9.6451,0.4014,0,0.050504,0.006,0
3.6619,0.75714,0.031705,644.63,9.6296,0.39323,0,0.051891,0.006,0
3.5971,0.75431,0.031401,622.59,9.6135,0.38534,0,0.053293,0.006,0
3.5346,0.75144,0.031108,601.63,9.5967,0.37751,0,0.054711,0.006,0
3.4745,0.74852,0.030827,581.69,9.5794,0.36966,0,0.056144,0.006,0
3.4165,0.74554,0.030555,562.71,9.5618,0.36228,0,0.057594,0.006,0
3.3607,0.74252,0.030294,544.63,9.5437,0.35455,0,0.05906,0.006,0
3.3069,0.73945,0.030041,527.39,9.5251,0.34649,0,0.060542,0.006,0
3.2552,0.73633,0.029797,510.96,9.506,0.33851,0,0.062041,0.006,0
3.2054,0.73318,0.029561,495.29,9.4865,0.33073,0,0.063556,0.006,0
3.1574,0.72998,0.029333,480.32,9.4665,0.32329,0,0.065089,0.006,0
3.1113,0.72673,0.029112,466.03,9.446,0.31596,0,0.066638,0.006,0
3.0669,0.72345,0.028898,452.38,9.4251,0.30871,0,0.068205,0.006,0
3.0241,0.72011,0.02869,439.31,9.4039,0.30172,0,0.069789,0.006,0
2.9829,0.71674,0.028489,426.81,9.3822,0.29489,0,0.071391,0.006,0
2.9433,0.71332,0.028294,414.85,9.36,0.2881,0,0.073011,0.006,0
2.9051,0.70985,0.028105,403.39,9.3375,0.2815,0,0.074649,0.006,0
2.8684,0.70634,0.02792,392.41,9.3144,0.27509,0,0.076305,0.006,0
2.8329,0.70278,0.027741,381.87,9.291,0.26887,0,0.077979,0.006,0
2.7988,0.69918,0.027566,371.77,9.267,0.26281,0,0.079673,0.006,0
2.766,0.69553,0.027396,362.06,9.2427,0.25689,0,0.081385,0.006,0
2.7343,0.69184,0.027229,352.74,9.2181,0.25113,0,0.083116,0.006,0
2.7038,0.6881,0.027065,343.78,9.193,0.24551,0,0.084867,0.006,0
2.6744,0.68431,0.026905,335.16,9.1676,0.24006,0,0.086637,0.006,0
2.6461,0.68048,0.026747,326.86,9.142,0.23474,0,0.088427,0.006,0
2.6188,0.6766,0.026591,318.88,9.116,0.22951,0,0.090237,0.006,0
2.5925,0.67268,0.026438,311.19,9.0899,0.22439,0,0.092067,0.006,0
2.5671,0.66871,0.026286,303.77,9.0634,0.21945,0,0.093917,0.006,0
2.5426,0.6647,0.026135,296.6,9.0366,0.21471,0,0.095789,0.006,0
2.5188,0.66064,0.025985,289.68,9.0094,0.21011,0,0.097681,0.006,0
2.4959,0.65654,0.025835,283,8.9817,0.2056,0,0.099594,0.006,0
2.4738,0.65239,0.025685,276.54,8.9536,0.20115,0,0.10153,0.006,0
2.4524,0.6482,0.025534,270.29,8.925,0.19676,0,0.10348,0.006,0
2.4317,0.64396,0.025384,264.25,8.8961,0.1924,0,0.10546,0.006,0
2.4117,0.63968,0.025233,258.4,8.8667,0.18813,0,0.10746,0.006,0
2.3924,0.63535,0.025081,252.73,8.837,0.184,0,0.10948,0.006,0
2.3738,0.63097,0.024928,247.23,8.8069,0.17998,0,0.11153,0.006,0
2.3557,0.62655,0.024775,241.91,8.7764,0.17609,0,0.1136,0.006,0
2.3383,0.62207,0.02462,236.74,8.7454,0.17226,0,0.11569,0.006,0
2.3214,0.61755,0.024464,231.72,8.7141,0.16855,0,0.1178,0.006,0
2.3049,0.61298,0.024306,226.84,8.6822,0.16487,0,0.11994,0.006,0
2.289,0.60836,0.024147,222.09,8.6501,0.16138,0,0.1221,0.006,0
2.2735,0.60369,0.023985,217.47,8.6171,0.15798,0,0.12429,0.006,0
2.2584,0.59898,0.02382,212.96,8.584,0.15499,0,0.1265,0.006,0
2.2436,0.59423,0.023653,208.56,8.5497,0.15222,0,0.12873,0.006,0
2.229,0.58943,0.023482,204.25,8.515,0.15013,0,0.13099,0.006,0
2.2146,0.58459,0.023306,200.01,8.4784,0.14839,0,0.13328,0.006,0
2.2003,0.57974,0.023127,195.87,8.4409,0.14701,0,0.13559,0.006,0
2.1861,0.5748,0.022941,191.76,8.4004,0.14456,0,0.13792,0.006,0
2.1722,0.56993,0.022754,187.83,8.3591,0.14264,0,0.14028,0.006,0
2.1581,0.56481,0.022555,183.78,8.3167,0.13909,0,0.14267,0.006,0
2.1453,0.5601,0.022365,180.18,8.2727,0.13714,0,0.14509,0.006,0
2.1302,0.55439,0.022138,175.96,8.2295,0.12232,0,0.14753,0.006,0
2.1209,0.55057,0.021991,173.1,8.2055,0.10484,0,0.15,0.006,0
6.0081,0.40468,0.048195,2904.2,2.6118,-1.3818,0,0.00082314,0.00625,0
1.636,0.28867,0.0060754,348.23,3.1547,-1.0542,0,0,0.00625,0
12.648,0.56171,0.094867,7467.1,2.9987,-0.44095,0,0.0016555,0.00625,0
16.053,0.63933,0.10366,10303,4.3046,0.44847,0,0.0024971,0.00625,0
16.776,0.67993,0.10254,10860,5.3734,0.94627,0,0.0033481,0.00625,0
16.462,0.70565,0.098669,10481,6.1903,1.1834,0,0.0042086,0.00625,0
15.708,0.72396,0.093901,9692.1,6.8131,1.2817,0,0.0050787,0.00625,0
14.791,0.7379,0.088978,8764.3,7.3007,1.3098,0,0.0059585,0.00625,0
13.871,0.74892,0.08424,7865.3,7.6916,1.3003,0,0.0068481,0.00625,0
13.017,0.75777,0.079843,7054,8.0085,1.2673,0,0.0077477,0.00625,0
12.246,0.76493,0.075832,6341.5,8.2619,1.22,0,0.0086573,0.00625,0
11.547,0.77079,0.072197,5715.7,8.4664,1.1688,0,0.009577,0.00625,0
10.911,0.77561,0.068914,5165.9,8.6365,1.121,0,0.010507,0.00625,0
10.336,0.77959,0.065947,4684.4,8.7803,1.0774,0,0.011447,0.00625,0
9.815,0.78285,0.063266,4263.3,8.9033,1.0372,0,0.012398,0.00625,0
9.3441,0.7855,0.060841,3894.6,9.0087,0.99955,0,0.01336,0.00625,0
8.9164,0.78764,0.058643,3570.5,9.0995,0.96484,0,0.014332,0.00625,0
8.5268,0.78932,0.056646,3284.7,9.1786,0.93256,0,0.015315,0.00625,0
8.1712,0.79059,0.054827,3032.1,9.2477,0.90202,0,0.016309,0.00625,0
7.8451,0.79152,0.053167,2807.8,9.3085,0.87354,0,0.017314,0.00625,0
7.5448,0.79211,0.051647,2607.7,9.3633,0.84675,0,0.018331,0.00625,0
7.2699,0.7924,0.050256,2429.5,9.4113,0.81975,0,0.019358,0.00625,0
7.0208,0.79241,0.048985,2271.5,9.4496,0.79174,0,0.020397,0.00625,0
6.7915,0.79214,0.047819,2129.8,9.4782,0.76493,0,0.021448,0.00625,0
6.5768,0.79165,0.046744,2001,9.5015,0.73908,0,0.022511,0.00625,0
6.3756,0.79096,0.045749,1883.9,9.5226,0.71506,0,0.023585,0.00625,0
6.1863,0.79012,0.044821,1776.8,9.5401,0.69399,0,0.024671,0.00625,0
6.0078,0.78913,0.043953,1678.6,9.5551,0.67424,0,0.02577,0.00625,0
5.8394,0.788,0.043138,1588.5,9.5683,0.65573,0,0.02688,0.00625,0
5.6803,0.78676,0.04237,1505.6,9.5794,0.63849,0,0.028004,0.00625,0
5.5295,0.78541,0.041644,1429.1,9.5882,0.62227,0,0.029139,0.00625,0
5.3864,0.78397,0.040957,1358.3,9.5952,0.60675,0,0.030287,0.00625,0
5.2504,0.78243,0.040304,1292.7,9.6007,0.59186,0,0.031449,0.00625,0
5.1211,0.78079,0.039683,1231.7,9.6047,0.57735,0,0.032623,0.00625,0
4.9978,0.77908,0.039091,1175.1,9.6072,0.56325,0,0.03381,0.00625,0
4.8801,0.77728,0.038526,1122.2,9.6086,0.54985,0,0.03501,0.00625,0
4.7677,0.77541,0.037984,1072.8,9.609,0.5365,0,0.036224,0.00625,0
4.6603,0.77346,0.037466,1026.6,9.608,0.52316,0,0.037451,0.00625,0
4.5575,0.77145,0.036967,983.37,9.606,0.51018,0,0.038692,0.00625,0
4.4592,0.76936,0.036489,942.86,9.6027,0.49669,0,0.039947,0.00625,0
4.3651,0.76719,0.036029,904.83,9.5979,0.4833,0,0.041216,0.00625,0
4.275,0.76496,0.035587,869.06,9.5915,0.46985,0,0.042499,0.00625,0
4.1887,0.76267,0.03516,835.33,9.5832,0.45744,0,0.043797,0.00625,0
4.1058,0.76032,0.034749,803.43,9.5736,0.44696,0,0.045109,0.00625,0
4.0261,0.75792,0.034351,773.28,9.5629,0.4375,0,0.046435,0.00625,0
3.9494,0.75546,0.033968,744.76,9.5517,0.42867,0,0.047776,0.00625,0
3.8757,0.75295,0.033599,717.77,9.5397,0.4196,0,0.049133,0.00625,0
3.8047,0.75037,0.033243,692.17,9.5268,0.41109,0,0.050504,0.00625,0
3.7361,0.74775,0.032899,667.86,9.5134,0.40279,0,0.051891,0.00625,0
3.6702,0.74506,0.032568,644.79,9.4993,0.39469,0,0.053293,0.00625,0
3.6066,0.74232,0.032249,622.86,9.4844,0.38675,0,0.054711,0.00625,0
3.5454,0.73953,0.031941,602.02,9.4688,0.37895,0,0.056144,0.00625,0
3.4864,0.73667,0.031644,582.19,9.4529,0.37164,0,0.057594,0.00625,0
3.4295,0.73377,0.031359,563.3,9.4364,0.36424,0,0.05906,0.00625,0
3.3747,0.73081,0.031083,545.31,9.4193,0.35669,0,0.060542,0.00625,0
3.3219,0.7278,0.030817,528.15,9.4017,0.3489,0,0.062041,0.00625,0
3.271,0.72474,0.03056,511.79,9.3836,0.34099,0,0.063556,0.00625,0
3.2221,0.72164,0.030311,496.19,9.365,0.33328,0,0.065089,0.00625,0
3.175,0.71849,0.03007,481.3,9.3458,0.32563,0,0.066638,0.00625,0
3.1296,0.71529,0.029836,467.06,9.3262,0.31806,0,0.068205,0.00625,0
3.0859,0.71206,0.029609,453.44,9.3063,0.31082,0,0.069789,0.00625,0
3.0438,0.70877,0.029389,440.43,9.2858,0.3038,0,0.071391,0.00625,0
3.0033,0.70544,0.029175,427.97,9.2648,0.2968,0,0.073011,0.00625,0
2.9642,0.70206,0.028967,416.04,9.2435,0.29,0,0.074649,0.00625,0
2.9266,0.69864,0.028765,404.61,9.2216,0.2834,0,0.076305,0.00625,0
2.8903,0.69517,0.028568,393.65,9.1993,0.27696,0,0.077979,0.00625,0
2.8554,0.69166,0.028375,383.13,9.1765,0.2707,0,0.079673,0.00625,0
2.8217,0.6881,0.028187,373.03,9.1533,0.2646,0,0.081385,0.00625,0
2.7892,0.68449,0.028002,363.33,9.1297,0.25867,0,0.083116,0.00625,0
2.7578,0.68084,0.027822,354.01,9.1058,0.25291,0,0.084867,0.00625,0
2.7276,0.67714,0.027644,345.04,9.0814,0.24727,0,0.086637,0.00625,0
2.6985,0.67339,0.02747,336.41,9.0568,0.24174,0,0.088427,0.00625,0
2.6704,0.6696,0.027297,328.1,9.0319,0.23632,0,0.090237,0.00625,0
2.6432,0.66577,0.027127,320.1,9.0068,0.23104,0,0.092067,0.00625,0
2.617,0.66189,0.026959,312.38,8.9814,0.22597,0,0.093917,0.00625,0
2.5916,0.65796,0.026792,304.92,8.9557,0.22111,0,0.095789,0.00625,0
2.5671,0.65399,0.026625,297.72,8.9294,0.21638,0,0.097681,0.00625,0
2.5433,0.64998,0.026459,290.76,8.9028,0.21173,0,0.099594,0.00625,0
2.5203,0.64592,0.026293,284.03,8.8757,0.20716,0,0.10153,0.00625,0
2.4981,0.64182,0.026127,277.53,8.8481,0.20265,0,0.10348,0.00625,0
2.4766,0.63767,0.025961,271.23,8.8202,0.19817,0,0.10546,0.00625,0
2.4557,0.63347,0.025795,265.14,8.7918,0.19373,0,0.10746,0.00625,0
2.4356,0.62923,0.025628,259.24,8.7631,0.18939,0,0.10948,0.00625,0
2.4161,0.62495,0.025461,253.52,8.734,0.18515,0,0.11153,0.00625,0
2.3973,0.62061,0.025292,247.97,8.7045,0.18108,0,0.1136,0.00625,0
2.379,0.61623,0.025123,242.59,8.6745,0.17711,0,0.11569,0.00625,0
2.3612,0.6118,0.024953,237.36,8.6442,0.17328,0,0.1178,0.00625,0
2.344,0.60732,0.024781,232.28,8.6133,0.16948,0,0.11994,0.00625,0
2.3273,0.60279,0.024608,227.34,8.5822,0.16589,0,0.1221,0.00625,0
2.3109,0.59822,0.024432,222.53,8.5503,0.1624,0,0.12429,0.00625,0
2.295,0.5936,0.024254,217.84,8.5182,0.15931,0,0.1265,0.00625,0
2.2794,0.58894,0.024073,213.26,8.4849,0.15645,0,0.12873,0.00625,0
2.2639,0.58424,0.023889,208.77,8.4514,0.15427,0,0.13099,0.00625,0
2.2487,0.57949,0.023701,204.36,8.4159,0.15247,0,0.13328,0.00625,0
2.2335,0.57474,0.023509,200.05,8.3795,0.15108,0,0.13559,0.00625,0
2.2185,0.5699,0.023311,195.77,8.3402,0.14865,0,0.13792,0.00625,0
2.2036,0.56512,0.023111,191.67,8.3,0.14666,0,0.14028,0.00625,0
2.1887,0.5601,0.022899,187.46,8.2587,0.1431,0,0.14267,0.00625,0
2.175,0.55548,0.022698,183.72,8.2155,0.14095,0,0.14509,0.00625,0
2.1589,0.54988,0.022458,179.33,8.1738,0.12529,0,0.14753,0.00625,0
2.1491,0.54614,0.022304,176.36,8.1512,0.10722,0,0.15,0.00625,0
4.6423,0.36493,0.040592,1947.2,2.3956,-1.4569,0,0.00082314,0.0065,0
1.4038,0.28062,0.0039494,211.87,3.1929,-0.95476,0,0,0.0065,0
10.487,0.49637,0.089031,5784,2.3172,-0.85067,0,0.0016555,0.0065,0
14.503,0.57802,0.10621,9002.8,3.4191,0.019609,0,0.0024971,0.0065,0
15.946,0.6251,0.10868,10211,4.4848,0.61835,0,0.0033481,0.0065,0
16.11,0.6566,0.10618,10280,5.3629,0.94798,0,0.0042086,0.0065,0
15.665,0.67972,0.10176,9779.5,6.0594,1.1145,0,0.0050787,0.0065,0
14.935,0.69766,0.09664,9013.8,6.6187,1.1906,0,0.0059585,0.0065,0
14.114,0.71199,0.091514,8188.5,7.0731,1.214,0,0.0068481,0.0065,0
13.312,0.72362,0.086661,7404.9,7.4441,1.2037,0,0.0077477,0.0065,0
12.562,0.73314,0.082186,6692,7.7442,1.1728,0,0.0086573,0.0065,0
11.864,0.74105,0.078103,6050.7,7.9899,1.1343,0,0.009577,0.0065,0
11.221,0.74767,0.074401,5478.9,8.196,1.0961,0,0.010507,0.0065,0
10.633,0.75324,0.07105,4973.3,8.3711,1.0597,0,0.011447,0.0065,0
10.098,0.75791,0.068019,4528,8.5214,1.025,0,0.012398,0.0065,0
9.6118,0.76183,0.065276,4136.1,8.6509,0.99157,0,0.01336,0.0065,0
9.1686,0.76511,0.062792,3790.4,8.7631,0.96021,0,0.014332,0.0065,0
8.7642,0.76782,0.060535,3484.9,8.8613,0.93055,0,0.015315,0.0065,0
8.3945,0.77003,0.058481,3214.3,8.9475,0.90203,0,0.016309,0.0065,0
8.0553,0.77181,0.056608,2973.7,9.0236,0.87514,0,0.017314,0.0065,0
7.7432,0.77318,0.054895,2759.1,9.0923,0.84959,0,0.018331,0.0065,0
7.4577,0.77419,0.053329,2568.1,9.153,0.82337,0,0.019358,0.0065,0
7.1988,0.77484,0.051899,2398.6,9.2024,0.79586,0,0.020397,0.0065,0
6.9602,0.77517,0.050588,2246.3,9.241,0.77035,0,0.021448,0.0065,0
6.7367,0.77523,0.049382,2108,9.2737,0.74625,0,0.022511,0.0065,0
6.5274,0.77503,0.048269,1982.3,9.303,0.72363,0,0.023585,0.0065,0
6.3306,0.77464,0.047233,1867.5,9.3282,0.70347,0,0.024671,0.0065,0
6.1452,0.77407,0.046266,1762.3,9.3504,0.68396,0,0.02577,0.0065,0
5.9707,0.77334,0.04536,1666,9.3704,0.6655,0,0.02688,0.0065,0
5.806,0.77248,0.044507,1577.4,9.3876,0.64834,0,0.028004,0.0065,0
5.6501,0.77148,0.043703,1495.8,9.4023,0.6322,0,0.029139,0.0065,0
5.5024,0.77037,0.042943,1420.4,9.4148,0.6167,0,0.030287,0.0065,0
5.3622,0.76914,0.042222,1350.6,9.4253,0.6018,0,0.031449,0.0065,0
5.229,0.76781,0.041538,1285.9,9.4342,0.58731,0,0.032623,0.0065,0
5.1022,0.76637,0.040887,1225.7,9.4412,0.57324,0,0.03381,0.0065,0
4.9813,0.76484,0.040265,1169.7,9.4468,0.55979,0,0.03501,0.0065,0
4.866,0.76323,0.039671,1117.4,9.4512,0.54643,0,0.036224,0.0065,0
4.7558,0.76152,0.039103,1068.6,9.4541,0.5331,0,0.037451,0.0065,0
4.6504,0.75974,0.038557,1023,9.4557,0.52018,0,0.038692,0.0065,0
4.5498,0.75787,0.038034,980.22,9.4558,0.50685,0,0.039947,0.0065,0
4.4535,0.75592,0.037531,940.13,9.4541,0.49361,0,0.041216,0.0065,0
4.3613,0.75389,0.037048,902.46,9.4509,0.48026,0,0.042499,0.0065,0
4.2729,0.75178,0.036583,866.97,9.4458,0.46757,0,0.043797,0.0065,0
4.1882,0.74962,0.036135,833.47,9.4393,0.45646,0,0.045109,0.0065,0
4.1069,0.7474,0.035703,801.83,9.4314,0.44661,0,0.046435,0.0065,0
4.0288,0.74511,0.035286,771.95,9.4227,0.43764,0,0.047776,0.0065,0
3.9537,0.74276,0.034884,743.69,9.413,0.42849,0,0.049133,0.0065,0
3.8813,0.74035,0.034497,716.9,9.4024,0.41988,0,0.050504,0.0065,0
3.8116,0.73788,0.034124,691.48,9.3912,0.41148,0,0.051891,0.0065,0
3.7444,0.73534,0.033764,667.37,9.3792,0.40326,0,0.053293,0.0065,0
3.6798,0.73275,0.033417,644.48,9.3664,0.39518,0,0.054711,0.0065,0
3.6174,0.73009,0.033082,622.71,9.3528,0.38722,0,0.056144,0.0065,0
3.5573,0.72738,0.032759,602.02,9.3387,0.37974,0,0.057594,0.0065,0
3.4995,0.7246,0.032447,582.33,9.3241,0.37233,0,0.05906,0.0065,0
3.4437,0.72177,0.032147,563.57,9.3087,0.36499,0,0.060542,0.0065,0
3.3898,0.71889,0.031857,545.69,9.2927,0.35761,0,0.062041,0.0065,0
3.3379,0.71595,0.031576,528.63,9.2761,0.35012,0,0.063556,0.0065,0
3.2879,0.71295,0.031305,512.36,9.259,0.34255,0,0.065089,0.0065,0
3.2398,0.70991,0.031042,496.84,9.2413,0.33481,0,0.066638,0.0065,0
3.1934,0.70682,0.030787,482.01,9.2232,0.32696,0,0.068205,0.0065,0
3.1486,0.70368,0.03054,467.82,9.2047,0.31945,0,0.069789,0.0065,0
3.1056,0.7005,0.030299,454.27,9.1855,0.31224,0,0.071391,0.0065,0
3.0641,0.69727,0.030066,441.31,9.1658,0.30504,0,0.073011,0.0065,0
3.0241,0.69399,0.029839,428.89,9.1458,0.298,0,0.074649,0.0065,0
2.9855,0.69066,0.029617,417,9.1252,0.29122,0,0.076305,0.0065,0
