0.2475,1115.2,1114.7
0.2625,1111.4,1110.5
0.2775,1108.7,1107.6
0.2925,1106.7,1105.6
0.3075,1105.1,1104.1
0.3225,1104,1103
0.3375,1103.2,1102.1
0.3525,1102.5,1101.4
0.3675,1102,1100.8
0.3825,1101.5,1100.3
0.3975,1100.8,1099.7
0.4125,1100.1,1099.2
0.4275,1099.4,1098.7
0.4425,1098.8,1098.4
0.4575,1098.2,1098.1
0.4725,1097.8,1097.9
0.4875,1096.9,1097.1
0.5025,1096.8,1097.1
0.5175,1096.5,1097
0.5325,1096.1,1096.7
0.5475,1095.5,1096.4
0.5625,1094.6,1095.9
0.5775,1093.5,1095.3
0.5925,1092.3,1094.5
0.6075,1091.3,1093.6
0.6225,1090.1,1092.6
0.6375,1088.9,1091.6
0.6525,1087.8,1090.5
0.6675,1086.8,1089.4
0.6825,1086.1,1088.3
0.6975,1085.4,1087.1
0.7125,1084.6,1086
0.7275,1083.6,1084.5
0.7425,1082.1,1082.4
