case,heat out c,heat out g,heat in c,heat in g,Total Heat source,Net heat source,T_G_avg,T_C_avg,T_G_max,T_G_min,T_C_max,T_C_min,V_C,V_G,T_air,T_steam,height,K_eff,convergence,V_C_rzone,V_G_rzone,Mass Flow air,Mass Flow steam,Mass Flow flue,Mass Flow gas,Total mass,A_C,A_G,Solver Iteration Elapsed Time,sink_gr,velo_G,velo_C,Total Solver Elapsed Time
10.0,21436226.8634778,1690142.5698856744,-8959483.671088519,-881931.3552125931,13083016.011588367,13284954.407062365,838.2351446543803,845.783872654281,841.2614696559839,836.625953653985,848.3180598082466,839.4244819379297,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,313503.384846,1.0154351561822692,8.600434396084765,0.5451915210434829,-16.568369144338778,-0.6651296826062578,16.57500423670308,0.6584946800679718,7.7852917987437475,40.908400000000746,2.739800000000029,0.7936649322509766,-2.5433111252874454,1.1853304575376875,1.2248448187944383,0.901242902411355
11.0,21815308.3698831,1170875.5476733537,-8978526.195151864,-886207.0580019794,13112482.45518418,13121450.664402613,494.7746216486287,863.7037905125084,663.8562670218638,404.6244668682697,952.330501941128,560.6495821489975,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,6270.06769692,1.0006839444208282,8.600434396084765,0.5451915210434829,-16.579604677376768,-0.6651297264734038,16.580083524579695,0.6646510050491145,7.8456105495315835,40.908400000000746,2.739800000000029,0.9429812431335448,-3.5233309867486287,0.8365986549190677,1.2441430702484322,1.3838576998975542
12.0,21582840.93200057,1425863.113488847,-8980261.260797253,-884118.0949709077,13112482.455192698,13144324.689721255,663.2195776681483,851.1390927530272,744.633769655446,619.898705238828,903.9661864850837,694.6527065563637,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,15675.169242299999,1.0024283910111884,8.600434396084765,0.5451915210434829,-16.579604891258906,-0.6651297234499234,16.583726631498713,0.6610081545962112,7.81859036194932,40.908400000000746,2.739800000000029,0.8118081092834473,-3.987801760325144,1.0085544693632955,1.2311913392060243,2.3048949859539665
13.0,21491829.860586304,1545630.7375713803,-8980940.559652196,-883132.1222790396,13112482.455191234,13173387.91622645,742.4870421232117,846.2267224710446,786.408274732598,719.1407668349581,877.13093276107,759.4271131119308,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,31350.338484599997,1.0046448459506692,8.600434396084765,0.5451915210434829,-16.579604862021096,-0.6651297221450583,16.58499061456817,0.6597441388469892,7.814167911642528,40.908400000000746,2.739800000000029,0.8269529342651367,-4.206374173562769,1.0888465385441886,1.226101157308447,2.9442378496461443
14.0,21473391.677817915,1592470.8159830025,-8981080.270271622,-882745.9572209633,13112482.455182888,13202036.26630833,773.4953917676936,845.2061948842389,803.6055466818282,757.4968979282103,867.0020928801006,785.1083001888461,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,47025.507726899996,1.0068296610829817,8.600434396084765,0.5451915210434829,-16.57960484886026,-0.6651297216629163,16.585415247356764,0.6593194911403506,7.809175831241298,40.908400000000746,2.739800000000029,0.6265082359313965,-4.291876716868575,1.1201656684576742,1.2250384431192975,3.050809911886851
15.0,21476029.42221333,1618149.480929717,-8981063.484820608,-882534.0885146861,13112482.455187447,13230581.329807755,790.4942844695512,845.3126932716707,813.4135843887335,778.3192074806601,862.1447764954547,799.3341966475152,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,62700.676969199994,1.0090065992480002,8.600434396084765,0.5451915210434829,-16.579604841373108,-0.6651297213989453,16.58562942287882,0.6591053099157229,7.802803795908277,40.908400000000746,2.739800000000029,0.6223158836364746,-4.338749529386993,1.1373189731602251,1.2251471029706145,2.8245359700255923
16.0,21486349.570604548,1634707.279994966,-8980989.5383792,-882397.4316071995,13112482.455185432,13257669.880613113,801.4538549442191,845.8313234964997,819.9604314894923,791.6242046266788,859.5400779285083,808.5918294530096,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,78375.8462115,1.0110724590804134,8.600434396084765,0.5451915210434829,-16.57960483013186,-0.6651297212292185,16.585758870228744,0.6589758547716786,7.79606622715113,40.908400000000746,2.739800000000029,0.6035728454589844,-4.368969491425188,1.148373289797024,1.225684945673995,2.051322621305784
17.0,21494053.27813322,1646039.5081994154,-8980934.204811312,-882303.9061301644,13112482.455185633,13276854.67539116,808.9546452326728,846.2198770950322,824.4726579070381,800.7129176360669,857.7702627696068,814.9390971823282,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,94051.01545379999,1.012535553108826,8.600434396084765,0.5451915210434829,-16.579604791839795,-0.6651297211002394,16.58584524323632,0.658889453993417,7.791329633693628,40.908400000000746,2.739800000000029,0.5960419178009033,-4.389652199593128,1.1559351347063034,1.2260876065278248,1.550135575665368
18.0,21498183.8901498,1660059.946664206,-8980905.213428224,-882188.2095066733,13112482.455188122,13295150.413879113,818.2362747769215,846.4191614366141,829.9596872133368,812.009376411134,855.1735049389122,822.7548118893006,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,125401.35393800001,1.0139308448507185,8.600434396084765,0.5451915210434829,-16.579604685688405,-0.6651297209145737,16.585952585426714,0.658781993954187,7.787331495220277,40.908400000000746,2.739800000000029,0.6548521518707275,-4.41524540081649,1.1652829488640672,1.226292089676637,1.2096294467979007
19.0,21498495.540366948,1668400.0616784971,-8980903.649871524,-882119.3903454539,13112482.455188107,13303872.561828468,823.7581799134504,846.4259012817167,833.1766832128508,818.7541591342166,853.48445832982,827.3879736954901,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,156751.692423,1.0145960238493692,8.600434396084765,0.5451915210434829,-16.579604605196195,-0.6651297175926691,16.58601658572048,0.6587178837850921,7.78570732409146,40.908400000000746,2.739800000000029,0.8442039489746094,-4.430471523408623,1.1708397150899232,1.2262970055013724,1.0062710263331731
20.0,21494396.73651137,1677520.9173853314,-8980934.418419607,-882044.145035201,13112482.455191216,13308939.090441896,829.7984223778752,846.201724431348,836.5693749985829,826.2011553160745,851.3938480078982,832.4158143814851,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,219452.369392,1.014982413583547,8.600434396084765,0.5451915210434829,-16.57960449998735,-0.6651297016967384,16.586088609901687,0.6586456985069986,7.785433370606038,40.908400000000746,2.739800000000029,0.7878139019012451,-4.447126911354559,1.176911640440118,1.2260609425692708,1.017766739593612
21.0,21491335.90326549,1684440.4046755012,-8980957.411740854,-881987.0567534666,13112482.455178767,13312831.839446673,834.3809041208681,846.0342514022262,839.1486944414223,831.8478903493782,849.8038535811226,836.2324789760505,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,313503.384846,1.0152792871184189,8.600434396084765,0.5451915210434829,-16.579604441396135,-0.6651296899191851,16.586142677302494,0.6585915928947886,7.785241003189556,40.908400000000746,2.739800000000029,0.8385491371154785,-4.459762664245974,1.181516296891138,1.2258843918311535,0.9785769384437136
22.0,22218525.77428487,873015.4614122835,-9024261.14880581,-888631.7695841714,13178077.170582365,13178648.317307172,299.05200347616267,879.1277462975272,566.2280044148847,156.56045172141256,1017.865983887386,402.95326730306397,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,6270.06769692,1.0000433406723466,8.600434396084765,0.5451915210434829,-16.604727234908058,-0.6651297307069347,16.599028233906402,0.6708287629623824,7.968845800427314,40.908400000000746,2.739800000000029,0.8600180149078369,-6.005790397456233,0.633430912144343,1.261399057272818,1.174201528231303
23.0,21865492.349029176,1255634.6095410346,-9026889.109668093,-885531.7959220525,13178077.170582386,13208706.052980067,550.6981945854494,860.1350900128238,685.3775884594361,479.05806415106224,946.857551828592,602.576927487102,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,15675.169242299999,1.002324230007247,8.600434396084765,0.5451915210434829,-16.60472786602302,-0.6651297254555429,16.606587600919443,0.6632701545651618,7.832951950546852,40.908400000000746,2.739800000000029,0.9509692192077636,-7.087995467436025,0.8938837675917228,1.2421315877802117,1.9988252646393243
24.0,21705786.44080685,1446711.5801465057,-9028071.899178477,-883963.3538314464,13178077.170584725,13240462.76794344,676.9493580740462,851.5959958445053,751.2223167383505,637.4908894355051,903.4888017118827,705.5261718790229,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,31350.338484599997,1.0047340440150077,8.600434396084765,0.5451915210434829,-16.604727881761825,-0.6651297232150528,16.608986285604473,0.6608714875533774,7.8109287389635105,40.908400000000746,2.739800000000029,0.8023040294647217,-7.6309389096392515,1.0225894986222823,1.2333803691405458,2.7329272784789405
25.0,21658094.80514792,1522820.6376159128,-9028426.258229015,-883337.3069446933,13178077.17058462,13269151.877590125,727.2829989727397,849.0324157202997,778.6309171785578,700.0167635414135,885.9453741994597,747.0380010929732,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,47025.507726899996,1.0069110770734289,8.600434396084765,0.5451915210434829,-16.604727863577015,-0.6651297223886636,16.609767162799617,0.6600905911569261,7.8041075335287475,40.908400000000746,2.739800000000029,0.8036260604858398,-7.847398857357879,1.073610342770719,1.2307405102191429,2.915279265311029
26.0,21643981.137784865,1564385.2972471262,-9028532.939921794,-882995.1576896394,13178077.170580307,13296838.33742056,754.774296247992,848.2540635829138,794.0314611294002,733.9336367169658,876.8864067978668,769.8779831436032,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,62700.676969199994,1.009012025449766,8.600434396084765,0.5451915210434829,-16.604727848413514,-0.6651297219495742,16.610152077283505,0.6597056615073404,7.798094280538321,40.908400000000746,2.739800000000029,0.9372110366821288,-7.965625249581232,1.1014177170306605,1.229939128546242,2.5634774572981733
27.0,21640214.67556496,1590674.799686168,-9028562.876323698,-882778.6473039631,13178077.170578493,13319547.951623462,772.1637177195627,848.0303132814495,803.9445990531792,755.2945993085779,871.4052189724596,784.3906191744012,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,78375.8462115,1.0107353128391765,8.600434396084765,0.5451915210434829,-16.60472781635014,-0.6651297216691968,16.610381777883198,0.6594759325516754,7.793162274792553,40.908400000000746,2.739800000000029,0.6040570735931396,-8.040408499816785,1.1189837777490754,1.2297095230764759,2.06021493156751
28.0,21636888.66485096,1608592.2426233932,-9028588.722784994,-882631.0663970481,13178077.17058343,13334261.118292307,784.0164509045347,847.8388111632418,810.7118659252118,769.8479177784717,867.5711202584642,794.2857013543506,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,94051.01545379999,1.0118518009636122,8.600434396084765,0.5451915210434829,-16.60472776371223,-0.6651297214629389,16.610534005959853,0.6593236568095778,7.7902777442818225,40.908400000000746,2.739800000000029,0.6799559593200684,-8.091381208322133,1.130945383183918,1.2295111618058514,1.7849281362692515
29.0,21630439.263057817,1631344.1029805231,-9028637.61506076,-882443.6927078355,13178077.170583492,13350702.058269747,799.0684604024788,847.4805882608199,819.2881045483887,788.3375513986549,862.4977583957608,806.8437781011388,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,125401.35393800001,1.0130993987553505,8.600434396084765,0.5451915210434829,-16.604727660097545,-0.665129721187,16.610723021529665,0.6591345224398892,7.7876060619057315,40.908400000000746,2.739800000000029,0.6105217933654785,-8.156112412558738,1.1461187146616307,1.2291378143531724,1.4446086111333636
30.0,21625685.63503285,1645216.128485769,-9028673.345745867,-882329.4661323543,13178077.17058154,13359898.951640395,808.2463494682521,847.2197973220744,824.5155477411377,799.6116448582253,859.3207539194016,814.4999477611341,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,156751.692423,1.0137972921774014,8.600434396084765,0.5451915210434829,-16.604727580880734,-0.6651297210148425,16.610835687258653,0.6590217483009443,7.7863927104993405,40.908400000000746,2.739800000000029,0.701030969619751,-8.19558194728489,1.1553619465570444,1.2288651255433092,1.2764877674976984
31.0,21619811.155560054,1661309.5450757563,-9028717.373351175,-882196.9366154362,13178077.1705841,13370206.390669199,818.8943679372359,846.8988038778873,830.5864239284423,812.6867728404039,855.5858377310153,823.3846548926198,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,219452.369392,1.0145794578069376,8.600434396084765,0.5451915210434829,-16.60472747634629,-0.6651297208170629,16.61096398710866,0.6588933578300179,7.78524374886843,40.908400000000746,2.739800000000029,0.6578600406646729,-8.241373777161497,1.1660780271050684,1.2285287434834753,0.9326867012845146
32.0,21612992.764978707,1673117.0800802119,-9028767.86961557,-882099.7097897056,13178077.170584396,13375242.265653638,826.7076998740141,846.5332198712923,834.9425355631962,822.3354775487297,852.762816510473,829.8777194861574,22.522902091891225,1.4556479081175138,200.0,300.0,0.35,313503.384846,1.0149615981540423,8.600434396084765,0.5451915210434829,-16.604727414297063,-0.6651297044457466,16.611058729998067,0.6587984609420507,7.785319023485737,40.908400000000746,2.739800000000029,0.8097109794616699,-8.27497503056471,1.1739322973997441,1.228145821518522,1.040985745920075
, W, W, W, W, W, W, C, C, C, C, C, C, m^3, m^3, C, C, m, W/m-K, , m^3, m^3, kg/s, kg/s, kg/s, kg/s, kg, m^2, m^2, s, , m/s, m/s, hr
