case,heat out c,heat out g,heat in c,heat in g,Total Heat source,Net heat source,T_G_avg,T_C_avg,T_G_max,T_G_min,T_C_max,T_C_min,V_C,V_G,T_air,T_steam,height,K_eff,convergence,V_C_rzone,V_G_rzone,Mass Flow air,Mass Flow steam,Mass Flow flue,Mass Flow gas,Total mass,A_C,A_G,Solver Iteration Elapsed Time,sink_gr,velo_G,velo_C,Total Solver Elapsed Time
26.0,21674668.36230921,1343285.4308927443,-9073549.432977747,-710866.61771421,13087972.798399033,13233537.742509995,821.4118233837718,844.5565245750796,830.3415483055318,816.5809937909373,851.492370570396,824.2873529508782,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,78375.8462115,1.0111220390165214,8.712434054480878,0.4370946283735884,-16.782826748645608,-0.5359783189666868,16.790213205377103,0.5285921314313763,7.833497080772762,41.440400000000494,2.207800000000013,0.7975802421569824,-1.8718693843541183,1.147449869742816,1.225161703787613,3.1357738475004826
27.0,21768100.47948289,1117868.6079273818,-9072818.11489413,-712729.6610042552,13087972.798391858,13100421.311511887,636.7115429911472,850.0705004180874,734.7261284258715,589.1609484710729,897.2303708368034,676.0197975145812,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,6270.06769692,1.0009511414266967,8.712434054480878,0.4370946283735884,-16.782826901645688,-0.5359783247737461,16.787140568058753,0.5316650361758343,7.860069052025777,41.440400000000494,2.207800000000013,1.0188260078430176,-1.5525832809355218,0.9652026363309072,1.230901073691801,1.762716614405314
28.0,21680569.759597257,1218078.2977849324,-9073481.3873111,-711902.992828273,13087972.798396792,13113263.677242815,718.7525584011541,845.2140001830087,774.3051609681769,691.8153656153961,877.1410027268097,740.7472136169927,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,12540.1353938,1.0019323755661471,8.712434054480878,0.4370946283735884,-16.782826737424777,-0.5359783177971529,16.788706830833778,0.5300992196337508,7.859327486364843,41.440400000000494,2.207800000000013,0.9619829654693604,-1.6944052428463725,1.0463633708365996,1.2258437469083148,2.5117199863327877
29.0,21661623.930595547,1242765.1727070543,-9073625.638747344,-711698.9491771456,13087972.798393555,13119064.515378112,738.9814317569318,844.1604060384897,784.706872886347,716.8145797198607,871.4890569910582,757.0462035478926,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,15675.169242299999,1.0023755945602493,8.712434054480878,0.4370946283735884,-16.782826948538094,-0.5359783247786827,16.789037993800658,0.5297676675416578,7.8592560913332274,41.440400000000494,2.207800000000013,1.0945148468017578,-1.729374318889921,1.066329694808833,1.2247470405251744,3.06857233815723
30.0,21637378.59890062,1284054.1711190974,-9073811.869656272,-711357.4186284319,13087972.798398456,13136263.481735013,772.8220724841202,842.7886792029777,802.7347203204727,758.3278699179058,861.7995864596825,784.6060239332936,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,25080.2707877,1.0036896992437567,8.712434054480878,0.4370946283735884,-16.782826877807686,-0.5359783227727465,16.78954817651655,0.5292573713088538,7.857602953069823,41.440400000000494,2.207800000000013,0.743757963180542,-1.7878736687122625,1.0996781288545263,1.2233181504370851,3.6878691217634416
31.0,21633468.126400914,1299300.9194075246,-9073843.545941692,-711231.2306911065,13087972.79839594,13147694.26917564,785.3201133790575,842.5445228018598,809.6410784959043,773.5376994795315,858.3339102134315,794.8932282648129,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,31350.338484599997,1.0045630802951406,8.712434054480878,0.4370946283735884,-16.782826865069822,-0.5359783222566634,16.789722451965375,0.5290830913747293,7.85562547376968,41.440400000000494,2.207800000000013,0.8081192970275879,-1.809478675316628,1.111979841154514,1.2230632825341554,4.3088176988893085
32.0,21634057.402027603,1310045.5932305977,-9073841.169325007,-711142.2712900053,13087972.798396647,13159119.554643188,794.1278199904393,842.5459098981534,814.6231155141527,784.200240905047,856.0448935655991,802.1909203025856,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,37620.4061815,1.0054360409623753,8.712434054480878,0.4370946283735884,-16.782826670936686,-0.5359783151363798,16.78984034993312,0.5289655486694803,7.853223704461754,41.440400000000494,2.207800000000013,0.7334129810333252,-1.8247043063661548,1.1206474507137665,1.2230642405791134,4.264023857315381
33.0,21639674.24088908,1321428.2622988557,-9073802.099189384,-711048.0201807963,13087972.798395924,13176252.383817755,803.4584813506088,842.806030476426,820.0459080763966,795.4251246944278,853.8920020082526,809.9809444745666,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,47025.507726899996,1.0067450923669898,8.712434054480878,0.4370946283735884,-16.782826759193938,-0.5359783189813996,16.78995881529389,0.5288465273436844,7.849115661283113,41.440400000000494,2.207800000000013,0.7067489624023438,-1.8408339543649241,1.1298295659412598,1.223334689928474,4.4967727286948085
34.0,21655642.0249483,1333801.2779026842,-9073687.079463173,-710945.5319207197,13087972.79839893,13204810.691467093,813.6001052936682,843.5992095382413,826.19374638532,807.5021339069525,852.1416836211416,818.5498295870121,22.779314295244422,1.2016357047601012,200.0,300.0,0.35,62700.676969199994,1.0089271191855207,8.712434054480878,0.4370946283735884,-16.782826752197014,-0.5359783186013816,16.790079755470355,0.5287255778460531,7.841492920009339,41.440400000000494,2.207800000000013,0.7200500965118408,-1.8583654902360816,1.139811713070717,1.2241606809786183,3.8243337520625857
35.0,21353575.754336968,1615386.1033902168,-8953203.929191856,-882598.6273431376,13073687.064497504,13133159.301192192,785.855435104426,842.7253282695242,811.1167445022902,773.401189565379,859.1071003784108,797.246216097339,22.492248342364267,1.48630165764193,200.0,300.0,0.35,31350.338484599997,1.00454900261887,8.600544665334162,0.5463038558790698,-16.564823323736324,-0.6651297212821103,16.57325239202123,0.6567008556133183,7.819925604501913,40.90840000000063,2.7398000000000238,0.7900269031524658,-1.8104040707053344,1.1135370713656856,1.2230473293320725,4.041031641364096
36.0,21353575.754336968,1615386.1033902168,-8953203.929191856,-882598.6273431376,13073687.064497504,13133159.301192192,785.855435104426,842.7253282695242,811.1167445022902,773.401189565379,859.1071003784108,797.246216097339,22.492248342364267,1.48630165764193,200.0,300.0,0.35,31350.338484599997,1.00454900261887,8.600544665334162,0.5463038558790698,-16.564823323736324,-0.6651297212821103,16.57325239202123,0.6567008556133183,7.819925604501913,40.90840000000063,2.7398000000000238,0.6836750507354736,-1.8104040707053344,1.1135370713656856,1.2230473293320725,4.106521615452237
37.0,21353575.754336968,1615386.1033902168,-8953203.929191856,-882598.6273431376,13073687.064497504,13133159.301192192,785.855435104426,842.7253282695242,811.1167445022902,773.401189565379,859.1071003784108,797.246216097339,22.492248342364267,1.48630165764193,200.0,300.0,0.35,31350.338484599997,1.00454900261887,8.600544665334162,0.5463038558790698,-16.564823323736324,-0.6651297212821103,16.57325239202123,0.6567008556133183,7.819925604501913,40.90840000000063,2.7398000000000238,0.7435390949249268,-1.8104040707053344,1.1135370713656856,1.2230473293320725,3.751619681252373
38.0,21353575.754336968,1615386.1033902168,-8953203.929191856,-882598.6273431376,13073687.064497504,13133159.301192192,785.855435104426,842.7253282695242,811.1167445022902,773.401189565379,859.1071003784108,797.246216097339,22.492248342364267,1.48630165764193,200.0,300.0,0.35,31350.338484599997,1.00454900261887,8.600544665334162,0.5463038558790698,-16.564823323736324,-0.6651297212821103,16.57325239202123,0.6567008556133183,7.819925604501913,40.90840000000063,2.7398000000000238,0.7367649078369141,-1.8104040707053344,1.1135370713656856,1.2230473293320725,3.7935995304584496
39.0,21353575.754336968,1615386.1033902168,-8953203.929191856,-882598.6273431376,13073687.064497504,13133159.301192192,785.855435104426,842.7253282695242,811.1167445022902,773.401189565379,859.1071003784108,797.246216097339,22.492248342364267,1.48630165764193,200.0,300.0,0.35,31350.338484599997,1.00454900261887,8.600544665334162,0.5463038558790698,-16.564823323736324,-0.6651297212821103,16.57325239202123,0.6567008556133183,7.819925604501913,40.90840000000063,2.7398000000000238,0.7366030216217041,-1.8104040707053344,1.1135370713656856,1.2230473293320725,3.740408445927832
, W, W, W, W, W, W, C, C, C, C, C, C, m^3, m^3, C, C, m, W/m-K, , m^3, m^3, kg/s, kg/s, kg/s, kg/s, kg, m^2, m^2, s, , m/s, m/s, hr
