row, Sm_g, Sm_c, nR, Sq_c, Sq_g, sink_c, sink_g, Vdot_air, Vdot_steam, Tsteam, Tair
1,0.100083368636,0.871908561969,69.2793198432,27901073.983,-1095603.19617,-15347140.3501,-777078.197935,30.2016816789,1.37614631875,473.15,473.15,
