Time,Q_bed
8.80089999999284,4.926556028504482E7
8.803899999992833,4.839853579266135E7
8.806899999992826,4.9705002162465215E7
8.809999999992819,4.780929696969613E7
8.812999999992812,4.480732876384386E7
8.816099999992804,4.104152357407911E7
8.819099999992797,3.961476276344884E7
8.82219999999279,4.018211124727785E7
8.825199999992783,3.814180626728145E7
8.828199999992776,3.579472515162717E7
8.831299999992769,3.346101517008877E7
8.834299999992762,2.9861458281786747E7
8.837399999992755,2.5652927546692375E7
8.840399999992748,2.2270648670007553E7
8.84339999999274,1.840146254648977E7
8.846499999992734,1.619694707285167E7
8.849499999992727,1.3348225196479462E7
8.85259999999272,1.2717621214887133E7
8.855599999992712,1.0461457289446812E7
8.858599999992705,8921673.415383454
8.861699999992698,7953591.982271115
8.864699999992691,5796797.160257062
8.867799999992684,3536932.3402622296
8.870799999992677,-415127.3763252859
8.87379999999267,318787.2836736705
8.876899999992663,1720248.8244436928
8.879899999992656,3244338.1923696087
8.882999999992649,3158442.199381949
8.885999999992642,3008611.989922496
8.888999999992635,1752684.2546140845
8.892099999992627,2107230.6581768338
8.89509999999262,1807812.1348417331
8.898199999992613,1467790.693976039
8.901199999992606,2545188.360818185
8.904299999992599,2271525.29199835
8.907299999992592,2334401.751558074
8.910299999992585,1144769.9950338271
8.913399999992578,2453381.754471104
8.91639999999257,1961442.078724329
8.919499999992563,2178262.074210708
8.922499999992556,3065239.184761266
8.92549999999255,4085978.315507567
8.928599999992542,4782418.09807003
8.931599999992535,4162139.186065424
8.934699999992528,4527236.466423031
8.937699999992521,3734584.9878108543
8.940699999992514,4207334.248931705
8.943799999992507,2534009.6886249525
8.9467999999925,3112523.227144449
8.949899999992493,2534215.7387972525
8.952899999992486,3852396.4445151095
8.955899999992479,4594123.103554177
8.958999999992471,3899801.907310882
8.961999999992464,4106082.8071055077
8.965099999992457,4961723.126307463
8.96809999999245,6129732.782749466
8.971099999992443,6407769.579499368
8.974199999992436,6005871.308792415
8.977199999992429,6014321.890183738
8.980299999992422,6644900.796794296
8.983299999992415,6614076.814343493
8.986399999992408,6396941.249208336
8.9893999999924,6396048.300954619
8.992399999992394,5018220.378427858
8.995499999992386,4844218.510962798
8.99849999999238,4701295.475492654
9.001599999992372,3898816.9678911446
9.004599999992365,3487822.745243006
9.007599999992358,3939563.127347167
9.010699999992351,1617161.997363784
9.013699999992344,2800794.1605568673
9.016799999992337,3092648.038438092
9.01979999999233,950926.173052382
9.022799999992323,2967100.0252734344
9.025899999992316,972352.8867136951
9.028899999992309,1508911.6533201498
9.031999999992301,917124.4859870116
9.034999999992294,1284720.3596765753
9.037999999992287,904541.2124621278
9.04109999999228,1023122.1729035105
9.044099999992273,782787.5475705024
9.047199999992266,484516.8860660959
9.050199999992259,-380373.1883628663
9.053199999992252,991922.6841373623
9.056299999992245,885602.4980648562
9.059299999992238,1569181.7864958842
9.06239999999223,-1961419.3405456615
9.065399999992223,-1508045.1569238761
9.068499999992216,1642659.449092655
9.07149999999221,-782063.436664185
9.074499999992202,-1147985.9534125347
9.077599999992195,-2708255.79895191
9.080599999992188,-3342535.091793473
9.08369999999218,-2607624.7675920227
9.086699999992174,-2181091.733339627
9.089699999992167,-2960137.430382887
9.09279999999216,-4200106.360599346
9.095799999992153,-4708719.2569540795
9.098899999992145,-2767237.505350843
9.101899999992138,-5135172.724488261
9.104899999992131,-6275615.010007034
9.107999999992124,-8168580.575392207
9.110999999992117,-7569758.270269017
9.11409999999211,-9583357.784250624
9.117099999992103,-5535619.501460543
9.120099999992096,-356518.95098384534
9.123199999992089,1032143.1546530845
9.126199999992082,-2513813.8628323073
9.129299999992075,-7202166.1581130475
9.132299999992068,-9992323.357561072
9.13529999999206,-6326971.390838288
9.138399999992053,-6969536.1922650505
9.141399999992046,-1.0707978714778712E7
9.144499999992039,-1.1119726083812784E7
9.147499999992032,-1.0933625969237827E7
9.150599999992025,-1.3130473451578371E7
9.153599999992018,-1.431377810138493E7
9.156599999992011,-1.2953581303591998E7
9.159699999992004,-1.7494368203833435E7
9.162699999991997,-1.760965916052587E7
9.16579999999199,-1.7447835472424444E7
9.168799999991982,-2.3154199332407024E7
9.171799999991975,-2.4583899232532702E7
9.174899999991968,-2.374247178537227E7
9.177899999991961,-2.6729242626950003E7
9.180999999991954,-3.0962273702848867E7
9.183999999991947,-3.043861994838397E7
9.18699999999194,-2.9562752344432864E7
9.190099999991933,-2.1555752962836903E7
9.193099999991926,-2.2057754201129805E7
9.196199999991919,-2.174457800383212E7
9.199199999991912,-1.603519173642616E7
9.202199999991905,-1.7418381119444173E7
9.205299999991897,-1.819583575356481E7
9.20829999999189,-1.7961542390994933E7
9.211399999991883,-1.447901208399322E7
9.214399999991876,-1.1627105718544928E7
9.21739999999187,-1.0842769193925833E7
9.220499999991862,-7814833.951915387
9.223499999991855,-9076597.27854858
9.226599999991848,-1.1908657989010468E7
9.22959999999184,-1.4592394178062897E7
9.232699999991834,-1.68979106669417E7
9.235699999991827,-1.6013457889454458E7
9.23869999999182,-1.2490255890522478E7
9.241799999991812,-1.074814364635067E7
9.244799999991805,-1.0939089318672E7
9.247899999991798,-1.3410946422767788E7
9.250899999991791,-1.4515417017972851E7
9.253899999991784,-1.773935846464553E7
9.256999999991777,-2.196116403646375E7
9.25999999999177,-2.345480501612232E7
9.263099999991763,-2.597181106688774E7
9.266099999991756,-2.127764013284712E7
9.269099999991749,-2.3271019882266108E7
9.272199999991741,-2.1730578238882877E7
9.275199999991735,-1.821405978874401E7
9.278299999991727,-2.2288824318063147E7
9.28129999999172,-2.1398928051551048E7
9.284299999991713,-1.785758840520622E7
9.287399999991706,-1.7957790791995496E7
9.290399999991699,-2.2281196782863494E7
9.293499999991692,-2.7526629009160906E7
9.296499999991685,-3.0406276549532488E7
9.299499999991678,-2.765278120414576E7
9.30259999999167,-2.2465092151671305E7
9.305599999991664,-2.0735852356084075E7
9.308699999991656,-1.7554695210527785E7
9.31169999999165,-1.4369691929244084E7
9.314799999991642,-1.2745074333506368E7
9.317799999991635,-9003183.873215264
9.320799999991628,-7901323.704417059
9.323899999991621,-8693178.19709472
9.326899999991614,-9407454.073554546
9.329999999991607,-8616928.378564619
9.3329999999916,-9523275.552712161
9.335999999991593,-1.2809368132081833E7
9.339099999991586,-1.2311184193843886E7
9.342099999991579,-1.6273582719145797E7
9.345199999991571,-1.8933046205012333E7
9.348199999991564,-2.3655371823127303E7
9.351199999991557,-2.5524219042694423E7
9.35429999999155,-2.8418956291155588E7
9.357299999991543,-3.24602018551095E7
9.360399999991536,-3.2848250949113116E7
9.363399999991529,-3.5124099932598524E7
9.366399999991522,-3.626265926586878E7
9.369499999991515,-3.9093867719506025E7
9.372499999991508,-3.692536887084034E7
9.3755999999915,-3.622717312175177E7
9.378599999991494,-3.616418803905643E7
9.381599999991487,-3.82099147242909E7
9.38469999999148,-3.756394881117413E7
9.387699999991472,-3.401852342075366E7
9.390799999991465,-3.2126926700832132E7
9.393799999991458,-3.0256204786857344E7
9.39689999999145,-3.0394685299412988E7
9.399899999991444,-2.7272485413089603E7
9.402899999991437,-2.4123424366684176E7
9.40599999999143,-2.4417338367337193E7
9.408999999991423,-2.395759354239077E7
9.412099999991415,-2.5021459079259787E7
9.415099999991408,-2.2951898596889567E7
9.418099999991401,-2.1899390107135445E7
9.421199999991394,-1.989116679895052E7
9.424199999991387,-1.8974030511473056E7
9.42729999999138,-1.8581088608302325E7
9.430299999991373,-1.8001657994680297E7
9.433299999991366,-1.7203093444596596E7
9.436399999991359,-1.621458644566663E7
9.439399999991352,-1.7709481725157913E7
9.442499999991345,-1.4746747014700644E7
9.445499999991338,-1.4059607807237163E7
9.44849999999133,-1.2024577274012173E7
9.451599999991323,-1.1763387313656991E7
9.454599999991316,-1.1015197916362036E7
9.45769999999131,-1.0770530241037788E7
9.460699999991302,-1.0602743658557694E7
9.463699999991295,-1.0114149409280645E7
9.466799999991288,-9719314.659411771
9.469799999991281,-1.054968710852474E7
9.472899999991274,-1.0052065836725757E7
9.475899999991267,-9308324.499462703
9.47899999999126,-1.0354168346554106E7
9.481999999991253,-8773928.46923703
9.484999999991246,-7398811.125815737
9.488099999991238,-6946950.908658487
9.491099999991231,-6035875.441474378
9.494199999991224,-4967678.0308999745
9.497199999991217,-4974090.0263028955
9.50019999999121,-5445677.659292606
9.503299999991203,-7337379.638564562
9.506299999991196,-5887923.153102612
9.509399999991189,-6534610.6565445475
9.512399999991182,-5661938.406791939
9.515399999991175,-6036894.618020085
9.518499999991167,-6524516.785201028
9.52149999999116,-6972740.3204461215
9.524599999991153,-6564856.356658959
9.527599999991146,-6567011.372660477
9.53059999999114,-5571857.556856937
9.533699999991132,-5491423.377946225
9.536699999991125,-4856764.763641111
9.539799999991118,-4600763.825594246
9.54279999999111,-3797675.403936554
9.545799999991104,-4812669.632325972
9.548899999991097,-3177433.5507674604
9.55189999999109,-2075479.8132901872
9.554999999991082,-1702456.3321298282
9.557999999991075,-2406667.419943232
9.561099999991068,-1622656.6667110568
9.564099999991061,-1914809.5375033626
9.567099999991054,-1627822.4339059053
9.570199999991047,-827921.2037545886
9.57319999999104,-1145463.361400388
9.576299999991033,-768310.5804492467
9.579299999991026,-1539038.7705647964
9.582299999991019,178432.11706292143
9.585399999991012,-386878.2510422742
9.588399999991005,209388.33923662282
9.591499999990997,-185028.205020141
9.59449999999099,51779.29451864299
9.597499999990983,413076.30676239665
9.600599999990976,3618063.358607342
9.60359999999097,3723239.4770213664
9.606699999990962,6264594.557539182
9.609699999990955,6929368.1553651355
9.612699999990948,8437711.389971228
9.61579999999094,7804427.790893799
9.618799999990934,8895995.513825744
9.621899999990926,1.0072616693980692E7
9.62489999999092,1.131087955263147E7
9.627899999990913,9698570.569784002
9.630999999990905,7717185.008158546
9.633999999990898,1.0228598831176067E7
9.637099999990891,1.0562707001771929E7
9.640099999990884,1.1564137193594443E7
9.643199999990877,1.220378429771574E7
9.64619999999087,1.3381988526884384E7
9.649199999990863,1.4508374076201113E7
9.652299999990856,1.1590212329221556E7
9.655299999990849,1.3823711983365912E7
9.658399999990841,1.4336016456590742E7
9.661399999990834,1.3534367663319292E7
9.664399999990827,1.6937837170988265E7
9.66749999999082,1.843140425329822E7
9.670499999990813,1.7929933173613906E7
9.673599999990806,1.796814067083034E7
9.676599999990799,1.753036785117919E7
9.679599999990792,1.970895833315153E7
9.682699999990785,1.902243609787374E7
9.685699999990778,1.890690167707448E7
9.68879999999077,1.9554998826890796E7
9.691799999990764,2.107860036117402E7
9.694799999990757,1.92524374166843E7
9.69789999999075,1.886210472575815E7
9.700899999990742,1.6928081388916012E7
9.703999999990735,1.644162800238403E7
9.706999999990728,1.1801170741429202E7
9.709999999990721,5877748.836601005
9.713099999990714,6253729.395427316
9.716099999990707,4441918.243583603
9.7191999999907,3468867.8765522353
9.722199999990693,-928449.2558616267
9.725299999990686,-1597010.4991863223
9.728299999990679,-2250579.2400378305
9.731299999990672,-5663566.016862693
9.734399999990664,-6357091.222036487
9.737399999990657,-1.3008941335180447E7
9.74049999999065,-6336636.146030166
9.743499999990643,-4916370.249584072
9.746499999990636,-5985279.830215184
9.749599999990629,-1720193.5872629818
9.752599999990622,308245.64220743626
9.755699999990615,-1227928.0623416873
9.758699999990608,-3511237.703407979
9.7616999999906,-2205024.115297832
9.764799999990593,-1887965.8760544958
9.767799999990586,-1294084.537698927
9.77089999999058,430755.4363071786
9.773899999990572,-72476.95641811681
9.776899999990565,-747071.1858926127
9.779999999990558,-1609960.6876258238
9.782999999990551,-1779014.7425566004
9.786099999990544,1086639.668770196
9.789099999990537,925599.0205281547
9.79209999999053,1587954.079925195
9.795199999990523,1077122.5715696898
9.798199999990516,447513.31509437785
9.801299999990508,-1235402.3862146817
9.804299999990501,1404856.3294912176
9.807399999990494,-3377806.082113155
9.810399999990487,-3905865.986975543
9.81339999999048,-3300895.326320377
9.816499999990473,-2943568.4299769327
9.819499999990466,-1884403.8993018053
9.822599999990459,-3487130.064411005
9.825599999990452,-4818010.353462405
9.828599999990445,-1394795.0930159306
9.831699999990438,176069.91929713986
9.83469999999043,-4512863.345089003
9.837799999990423,-4180604.95228895
9.840799999990416,-7494166.68171603
9.84379999999041,-7290111.491152022
9.846899999990402,-5548816.292435622
9.849899999990395,-6138278.015962741
9.852999999990388,-6990318.767483791
9.855999999990381,-9343765.302146176
9.858999999990374,-1.2422202518253142E7
9.862099999990367,-1.8101658901330862E7
9.86509999999036,-2.4719197370653912E7
9.868199999990352,-2.60169337943564E7
9.871199999990345,-2.5533791052821968E7
9.874199999990338,-2.4144335972374026E7
9.877299999990331,-2.1912681625084255E7
9.880299999990324,-2.2368194434699345E7
9.883399999990317,-2.3532905819755446E7
9.88639999999031,-2.382301660637555E7
9.889499999990303,-2.4209103255958695E7
9.892499999990296,-2.2536330165115617E7
9.895499999990289,-2.2217075789538104E7
9.898599999990282,-2.020993264188178E7
9.901599999990275,-2.107239335853272E7
9.904699999990267,-1.6252767418309968E7
9.90769999999026,-1.5535374165237771E7
9.910699999990253,-1.6201880122260341E7
9.913799999990246,-1.3394106818747466E7
9.91679999999024,-1.360421767136605E7
9.919899999990232,-1.0924362197042769E7
9.922899999990225,-1.4935796302410396E7
9.925899999990218,-1.5294210260202562E7
9.92899999999021,-1.6557888489368947E7
9.931999999990204,-1.2955490388631957E7
9.935099999990197,-1.3631405212795783E7
9.93809999999019,-1.4042375714963619E7
9.941099999990183,-1.4917555906430816E7
9.944199999990175,-1.2510034484089172E7
9.947199999990168,-1.4807629916975502E7
9.950299999990161,-1.383501782294393E7
9.953299999990154,-1.8773245654559813E7
9.956299999990147,-2.0371088246975914E7
9.95939999999014,-1.9349593314338777E7
9.962399999990133,-1.840980730057408E7
9.965499999990126,-1.923460967315618E7
9.968499999990119,-1.7378047051510103E7
9.971599999990111,-1.68385638693024E7
9.974599999990104,-1.6176282159960182E7
9.977599999990098,-1.816351031210073E7
9.98069999999009,-1.508263308230511E7
9.983699999990083,-1.3275306465311939E7
9.986799999990076,-1.4646164294357771E7
9.989799999990069,-1.1937288683141274E7
9.992799999990062,-6153293.601106847
9.995899999990055,4066944.5964609347
9.998899999990048,1.329126988744795E7
10.00199999999004,1.9541004602251332E7
10.004999999990034,2.3078901732828993E7
10.007999999990027,2.3360932395633593E7
10.01109999999002,2.2771901284551367E7
10.014099999990012,2.4723791709818844E7
10.017199999990005,2.3555865689359043E7
10.020199999989998,2.529208880323828E7
10.023199999989991,2.580485684326484E7
10.026299999989984,2.6470935188188575E7
10.029299999989977,2.7256474237528343E7
10.03239999998997,2.6317073864607178E7
10.035399999989963,2.5052684623069443E7
10.038399999989956,2.119856024866804E7
10.041499999989949,1.968406680817233E7
10.044499999989942,1.2985543911653504E7
10.047599999989934,1.2062683368656408E7
10.050599999989927,1.2206369309212524E7
10.05369999998992,7472081.100212576
10.056699999989913,3932173.33183112
10.059699999989906,584943.0513790343
10.062799999989899,-495936.69231024664
10.065799999989892,-2873240.075819115
10.068899999989885,-3587398.9865464233
10.071899999989878,-6137090.242689286
10.07489999998987,-5704727.868479921
10.077999999989864,-5876783.271086222
10.080999999989857,-5770555.764119783
10.08409999998985,-7920603.6832148135
10.087099999989842,-8104112.974785481
10.090099999989835,-7746747.023431882
10.093199999989828,-1.1054943087375436E7
10.096199999989821,-9443259.02349898
10.099299999989814,-9510421.01311741
10.102299999989807,-8235295.838477766
10.1052999999898,-7639046.086398385
10.108399999989793,-6807689.293286544
10.111399999989786,-6146897.882299379
10.114499999989778,-7646563.857711671
10.117499999989771,-7518441.625960863
10.120499999989764,-8372529.748363309
10.123599999989757,-7858725.601258677
10.12659999998975,-5986319.74640739
10.129699999989743,-5051514.87288192
10.132699999989736,-3695272.7803117624
10.135799999989729,-3052630.376992872
10.138799999989722,-2560637.4526711153
10.141799999989715,-2684394.702742166
10.144899999989708,-2617587.07307457
10.1478999999897,-2504488.0676169153
10.150999999989693,-3803930.239789543
10.153999999989686,-1476551.216170054
10.15699999998968,-1383459.2079207099
10.160099999989672,-1012271.2990989623
10.163099999989665,-529238.3406739355
10.166199999989658,-1324713.0064540808
10.169199999989651,-958452.7778252002
10.172199999989644,-595897.9113032408
10.175299999989637,-89981.14353681321
10.17829999998963,-371347.6412065651
10.181399999989623,-1020929.3061042626
10.184399999989616,201347.25904212322
10.187399999989609,1116211.8430729979
10.190499999989601,1790583.8514863164
10.193499999989594,7260.930759073002
10.196599999989587,296731.95422010915
10.19959999998958,-672022.2159290542
10.202599999989573,-247167.1597670667
10.205699999989566,1328791.6331772453
10.208699999989559,1786639.1409973595
10.211799999989552,1244319.750767301
10.214799999989545,1528287.7807619171
10.217899999989537,2080794.3712441141
10.22089999998953,2427582.9431707067
10.223899999989523,2768449.1930671204
10.226999999989516,3820681.841695389
10.22999999998951,2603225.452703473
10.233099999989502,1296678.177488925
10.236099999989495,2466988.206806937
10.239099999989488,4119679.0609171265
10.24219999998948,4174445.3954601604
10.245199999989474,4713730.722608108
10.248299999989467,5008020.928136359
10.25129999998946,5041328.908899159
10.254299999989453,5147530.751638755
10.257399999989445,4216338.129977786
10.260399999989438,4467108.486458093
10.263499999989431,4422391.604585225
10.266499999989424,3701110.4179056883
10.269499999989417,3576558.8308701674
10.27259999998941,3713948.107183769
10.275599999989403,3506551.8507014606
10.278699999989396,2880681.148737485
10.281699999989389,4242738.288678459
10.284699999989382,1585237.90038472
10.287799999989375,309755.2033847403
10.290799999989368,-623259.6216995318
10.29389999998936,-29051.976604210213
10.296899999989353,2231364.580778328
10.299999999989346,2632742.0719211753
10.30299999998934,1166728.8839871797
10.305999999989332,-3558901.98930828
10.309099999989325,-3308835.4044382377
10.312099999989318,934591.7154784868
10.31519999998931,1440029.1708426927
10.318199999989304,3523179.0368644553
10.321199999989297,855582.0644577523
10.32429999998929,-260602.67992045148
10.327299999989282,2197930.9145589285
10.330399999989275,1952607.9205976673
10.333399999989268,1058108.2098056749
10.336399999989261,1405753.9249533108
