row, Sm_g, Sm_c, nR, Sq_c, Sq_g, sink_c, sink_g, Vdot_air, Vdot_steam, Tsteam, Tair
1,0.0,0.857918500898,0.0,27453392.0287,0.0,-15882203.203,0.0,31.2546334076,2.01218362669,473.15,473.15,
