row,index,S_c,sink_c,S_g,sink_g,v_air,v_steam,k_eff,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,cp_solid,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,1,51.5592382951,-32.3421545824,-0.00750001547896,-6.73990466051,0.495463854042,0.525820707815,29400.0,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1153.56680763,2343.305,1000.0,2800.0,1073.15,1143.15,473.15,473.15,0.525,2.6,1.0,0.5,0.15,7.398,5.9,1.0,
