row, Sm_g, Sm_c, nR, Sq_c, Sq_g, sink_c, sink_g, Vdot_air, Vdot_steam, Tsteam, Tair
1,0.0,1.0107297108,0.0,32343350.7455,-0.0,-14840934.632,-1136233.84755,29.2055179889,2.01218362669,473.15,473.15,
