row, Sm_g, Sm_c, nR, Sq_c, Sq_g, sink_c, sink_g, Vdot_air, Vdot_steam, Tsteam, Tair
1,0.125918285924,0.822840448459,87.1626657204,26330894.3507,-1378415.59886,-15232821.2906,-3257324.83909,29.9767128726,1.21196350201,473.15,473.15,
