row, Sm_g, Sm_c, nR, Sq_c, Sq_g, sink_c, sink_g, Vdot_air, Vdot_steam, Tsteam, Tair
1,0.0,0.835947083227,0.0,26750306.6633,-0.0,-15475457.6674,-5408030.60251,30.4541976972,2.01218362669,473.15,473.15,
