row,index,S_c,sink_c,S_g,const_g,K_g,v_air,v_steam,m_fm,m_steam,k_eff,mu_air,mu_steam,tc_air,tc_steam,cp_air,cp_steam,rho_solid,TG,TC,Tair,Tsteam,porosity,L_chamber,W_chamber,H_gap,chamber_thickness,L,W,H
1,0.0,36.6619197135,-23.2518125424,-0.00750001547896,3.01404934647,0.00296644824336,0.535143524484,0.674466177139,16.3668050551,0.80962388964,31350.3384846,4.4e-05,4.0422497000000007e-05,0.068,0.10584222450000001,1152.8296441,2343.305,2610.0,1073.15,1123.15,473.15,473.15,0.525,2.6,1.0,0.3,0.15,7.398,5.9,0.55,
