row, Sm_g, Sm_c, nR, Sq_c, Sq_g, sink_c, sink_g, Vdot_air, Vdot_steam, Tsteam, Tair
1,0.0,0.802989956721203,0.0,25695678.615078494,0.0,-14865339.3641,0.0,29.2535441315,2.01218362669,473.15,473.15,
